"Sigla","Dados da contratação","Vl Global","Inicio Vigência","Fim Vigência","Download"
"31º BPM","Contratada: A RIBEIRO XAVIER FILHO EIRELI                                                                                                          Tipo de Contratação: DISPENSA                                                          Objeto: AQUISIÇÃO DE MATERIAIS DE EXPEDIENTE E DE MATERIAIS DE LIMPEZA E PRODUTOS DE HIGIENIZAÇÃO                                                          Processo/Ano:  0199135/2021                                                          Contrato/Ano: 2021NE000028/2021                                                          Dt. Assinatura: 12/11/2021                                                                                                                                                                              Fiscal:                                                          ALONSO CARNEIRO FREITAS","17.500,00","12/11/2021","31/12/2021","Detalhar                                                                                                                                                                                                                PDF"
"3º BPM","Contratada: DISTIMAR COMÉRCIO E SERVIÇOS LTDA                                                                                                          Tipo de Contratação: DISPENSA                                                          Objeto: CONTRATAÇÃO DE SERVIÇOS DE INSTALAÇÃO E MANUTENÇÃO DE AR CONDICIONADO                                                          Processo/Ano: 0017363/2021                                                          Contrato/Ano: 2021NE000010/2021                                                          Dt. Assinatura: 11/03/2021","16.750,00","16/03/2021","31/12/2021","Detalhar                                                                                                                                                                                                                PDF"
"3º BPM","Contratada: PRAX - DISTRIBUIDORA & SERVIÇOS EIRELI                                                                                                          Tipo de Contratação: DISPENSA                                                          Objeto: AQUISIÇÃO DE MATERIAIS DE LIMPEZA E PRODUTOS DE HIGIENIZAÇÃO                                                          Processo/Ano: 0016547/2021                                                          Contrato/Ano: 2021NE000009/2021                                                          Dt. Assinatura: 10/03/2021","16.508,25","16/03/2021","31/12/2021","Detalhar                                                                                                                                                                                                                PDF"
"3º BPM","Contratada: R DA CUNHA DELMONTE COMERCIO E SERVIÇOS                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: CONTRATAÇÃO DE FORNECIMENTO DE ALIMENTAÇÃO                                                           Processo/Ano: 0030651/2021                                                          Contrato/Ano: 001/2021                                                          Dt. Assinatura: 05/04/2021","108.096,32","05/04/2021","31/12/2021","Detalhar                                                                                                                                                                                                                PDF"
"3º BPM","Contratada: MULTISERVIC COMERCIO E SERVIÇOS LTDA                                                                                                          Tipo de Contratação: DISPENSA                                                          Objeto: CONTRATAÇÃO DE SERVIÇOS E MATERIAIS GRÁFICOS                                                          Processo/Ano: 0033227/2021                                                          Contrato/Ano: 2021NE000018/2021                                                          Dt. Assinatura: 03/05/2021","16.880,00","07/05/2021","31/12/2021","Detalhar                                                                                                                                                                                                                PDF"
"3º BPM","Contratada: MEGA VENDAS DISTRIBUIDORA LTDA                                                                                                          Tipo de Contratação: DISPENSA                                                          Objeto: AQUISIÇÃO DE MATERIAIS DE EXPEDIENTE                                                          Processo/Ano: 0039421/2021                                                          Contrato/Ano: 2021NE000021/2021                                                          Dt. Assinatura: 07/05/2021","16.539,87","11/05/2021","31/12/2021","Detalhar                                                                                                                                                                                                                PDF"
"3º BPM","Contratada: ESTRUTURA CONTÁBIL LTDA                                                                                                          Tipo de Contratação: DISPENSA                                                          Objeto: CONTRATAÇÃO DE SERVIÇOS TÉCNICOS PROFISSIONAIS ESPECIALIZADOS                                                          Processo/Ano: 0118166/2021                                                          Contrato/Ano: 002/2021-3º BPM/2021                                                          Dt. Assinatura: 17/08/2021                                                                                                                                                                              Fiscal:                                                          Emílio Aleixo Mateus","4.950,00","17/08/2021","17/08/2022","Detalhar                                                                                                                                                                                                                PDF"
"3º BPM","Contratada: PRAX - DISTRIBUIDORA & SERVIÇOS EIRELI                                                                                                          Tipo de Contratação: DISPENSA                                                          Objeto: Aquisição de Água Mineral para o 3º Batalhão de Polícia Militar do Maranhão para atenderem as demandas do referido Batalhão, situado à Rua Leôncio Pires Dourado, nº 1454, Bairro Bacuri, Imperatriz–MA, CEP: 65901–020, e-mail: 3bpm.pmma@gmail.com, para o exercício de 2021.                                                          Processo/Ano: 0118927/2021                                                          Contrato/Ano: 003/2021                                                          Dt. Assinatura: 10/11/2021","8.468,00","12/11/2021","31/12/2021","Detalhar                                                                                                                                                                                                                PDF"
"5º BPM","Contratada: TELEMAR NORTE LESTE S A                                                                                                                                Tipo de Contratação: DISPENSA                                                          Objeto: Contratação de empresa especializada para prestação de serviços de Telefonia Fixa Comutada(STFC), para atender as necessidades do 5º Batalhão de Polícia Militar do Maranhão.                                                          Processo/Ano: 0029137/2021                                                          Contrato/Ano: 01/2021                                                          Dt. Assinatura: 07/04/2021","4.114,80","14/04/2021","14/04/2022","Detalhar                                                                                                                                                                                                                PDF                                                                                                                                                                                                                                                                                                                                 Aditivos                                                                                                                                                                                                                                                                                          Fechar"
"5º BPM","Contratada: JACKELLINE DE SOUZA FONTENELE                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: Contratação de empresa para prestação de serviços especializados no preparo, transporte e fornecimento de refeição humana pronta para a sede do 5º Batalhão de Polícia Militar.                                                           Processo/Ano: 0053541/2021                                                          Contrato/Ano: 02/2021                                                          Dt. Assinatura: 20/05/2021","73.595,40","24/05/2021","31/12/2021","Detalhar                                                                                                                                                                                                                PDF"
"5º BPM","Contratada: K SOARES BARBOSA                                                                                                           Tipo de Contratação: DISPENSA                                                          Objeto: Aquisição de Material de Expediente para atender as necessidades do 5º BPM, para o exercício 2021.                                                          Processo/Ano: 0153329/2021                                                          Contrato/Ano: NE000064/2021                                                          Dt. Assinatura: 29/10/2021                                                                                                                                                                              Fiscal:                                                          Márcio Cristhian Gomes de Carvalho","5.406,05","29/10/2021","31/12/2021","Detalhar                                                                                                                                                                                                                PDF"
"5º BPM","Contratada: CARVALHO GOMES DISTRIBUIDORA LTDA                                                                                                          Tipo de Contratação: DISPENSA                                                          Objeto: Aquisição de Material de Limpeza e Produtos de Higienização para o 5º BPM, para exercício 2021.                                                          Processo/Ano: 0153329/2021                                                          Contrato/Ano: NE000065/2021                                                          Dt. Assinatura: 29/10/2021                                                                                                                                                                              Fiscal:                                                          Márcio Cristhian Gomes de Carvalho","4.035,05","29/10/2021","31/12/2021","Detalhar                                                                                                                                                                                                                PDF"
"5º BPM","Contratada: AVELLAR CONTABILIDADE, CONSULTORIA & AUDITORIA EIRELI                                                                                                          Tipo de Contratação: DISPENSA                                                          Objeto: Contratação de empresa especializada em contabilidade, a fim de prestar serviços técnicos especializados ao 5º Batalhão de Polícia Militar do Maranhão, a serem executados durante o exercício 2022.                                                          Processo/Ano: 0230459/2021                                                          Contrato/Ano: 01/2022                                                          Dt. Assinatura: 24/01/2022","5.000,00","24/01/2022","24/05/2022","Detalhar                                                                                                                                                                                                                PDF"
"AGED","Contratada: MEDFARMA PRODUTOS FARMACÊUTICOS E HOSPITALARES LTDA -EPP                                                                                                                 Tipo de Contratação: LICITAÇÃO                                                          Objeto: fornecimento de material                                                          Processo/Ano: 65977/2021                                                          Contrato/Ano: 71/2021                                                          Dt. Assinatura: 18/10/2021                                                                                                                                                                              Fiscal:                                                          ADRIANA REIS FERREIRA COELHO","15.780,00","18/10/2021","30/12/2021","Detalhar                                                                                                                                                                                                                PDF"
"AGED","Contratada: AIT ADMINISTRACAO E T. DE INFORMATICA LTDA                                                                                                             Tipo de Contratação: LICITAÇÃO                                                          Objeto: O presente contrato tem por objeto a contratação de empresa especializada no fornecimento de postos de trabalho, com dedicação exclusiva, para prestação de serviços na área de tecnologia da informação                                                          Processo/Ano: 201967/2021                                                          Contrato/Ano: 89/2021                                                          Dt. Assinatura: 14/12/2021","102.960,00","14/12/2021","14/12/2022","Detalhar                                                                                                                                                                                                                PDF"
"AGED","Contratada: F. M. DA SILVA NETO.                                                                                                                                   Tipo de Contratação: LICITAÇÃO                                                          Objeto: Aquisição de mascara, cartucho e luvas                                                          Processo/Ano: 116476/2021                                                          Contrato/Ano: 76/2021                                                          Dt. Assinatura: 09/11/2021                                                                                                                                                                              Fiscal:                                                          EDMARA PINTO CARDOSO","4.222,20","09/11/2021","30/12/2021","Detalhar                                                                                                                                                                                                                PDF"
"AGED","Contratada: F. M. DA SILVA NETO.                                                                                                                                   Tipo de Contratação: LICITAÇÃO                                                          Objeto: Aquisição de Material                                                          Processo/Ano: 109257/2021                                                          Contrato/Ano: 78/2021                                                          Dt. Assinatura: 11/11/2021                                                                                                                                                                              Fiscal:                                                          GISELE MESQUITA DE F. GALVÃO","6.171,67","11/11/2021","30/12/2021","Detalhar                                                                                                                                                                                                                PDF"
"AGED","Contratada: F. M. DA SILVA NETO.                                                                                                                                   Tipo de Contratação: LICITAÇÃO                                                          Objeto: Aquisição de Material                                                          Processo/Ano: 109257/2021                                                          Contrato/Ano: 78/2021                                                          Dt. Assinatura: 11/11/2021                                                                                                                                                                              Fiscal:                                                          VIRAMY MARQUES DE ALMEIDA","6.171,67","11/11/2021","30/12/2021","Detalhar                                                                                                                                                                                                                PDF"
"AGED","Contratada: F. M. DA SILVA NETO.                                                                                                                                   Tipo de Contratação: LICITAÇÃO                                                          Objeto: aquisição de produtos veterinários                                                          Processo/Ano: 130387/2021                                                          Contrato/Ano: 88/2021                                                          Dt. Assinatura: 30/12/2021","7.209,60","06/12/2021","30/12/2021","Detalhar                                                                                                                                                                                                                PDF"
"AGED","Contratada: SKAR COMÉRCIO DE ALIMENTOS LTDA - EPP                                                                                                                                   Tipo de Contratação: LICITAÇÃO                                                          Objeto: fornecimento de material                                                          Processo/Ano: 65977/2021                                                          Contrato/Ano: 025/2021                                                          Dt. Assinatura: 30/06/2021","4.756,20","30/06/2021","30/12/2021","Detalhar                                                                                                                                                                                                                PDF"
"AGED","Contratada: SKAR COMÉRCIO DE ALIMENTOS LTDA - EPP                                                                                                                                   Tipo de Contratação: LICITAÇÃO                                                          Objeto: fornecimento de material                                                          Processo/Ano: 65977/2021                                                          Contrato/Ano: 68/2021                                                          Dt. Assinatura: 18/10/2021                                                                                                                                                                              Fiscal:                                                          ADRIANA REIS FERREIRA COELHO","3.067,60","18/10/2021","30/12/2021","Detalhar                                                                                                                                                                                                                PDF"
"AGED","Contratada: SKAR COMÉRCIO DE ALIMENTOS LTDA - EPP                                                                                                                                   Tipo de Contratação: LICITAÇÃO                                                          Objeto: Aquisiçao de Materiais                                                          Processo/Ano: 109257/2021                                                          Contrato/Ano: 77/2021                                                          Dt. Assinatura: 11/11/2021                                                                                                                                                                              Fiscal:                                                          GISELE MESQUITA DE F. GALVÃO","16.179,49","11/11/2021","30/12/2021","Detalhar                                                                                                                                                                                                                PDF"
"AGED","Contratada: SKAR COMÉRCIO DE ALIMENTOS LTDA - EPP                                                                                                                                   Tipo de Contratação: LICITAÇÃO                                                          Objeto: Aquisiçao de Materiais                                                          Processo/Ano: 109257/2021                                                          Contrato/Ano: 77/2021                                                          Dt. Assinatura: 11/11/2021                                                                                                                                                                              Fiscal:                                                          VIRAMY MARQUES DE ALMEIDA","16.179,49","11/11/2021","30/12/2021","Detalhar                                                                                                                                                                                                                PDF"
"AGED","Contratada: EX CELLER TREINAMENTO EIRELLI                                                                                                          Tipo de Contratação: INEXIBILIDADE                                                          Objeto: ministrar curso                                                          Processo/Ano: 196249/2021                                                          Contrato/Ano: Nota de Empenho/2021                                                          Dt. Assinatura: 19/10/2021","8.950,00","19/10/2021","22/10/2021","Detalhar                                                                                                                                                                                                                PDF"
"AGED","Contratada: Comercial Riachuelo e Distribuição EIRELI                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: fornecimento de material                                                          Processo/Ano: 65977/2021                                                          Contrato/Ano: 24/2021                                                          Dt. Assinatura: 24/06/2021","15.088,00","24/06/2021","30/12/2021","Detalhar                                                                                                                                                                                                                PDF"
"AGED","Contratada: F A S M SERVICE EIRELI                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: fornecimento de material                                                          Processo/Ano: 65977/2021                                                          Contrato/Ano: 23/2021                                                          Dt. Assinatura: 30/12/2021","19.584,80","24/06/2021","30/12/2021","Detalhar                                                                                                                                                                                                                PDF"
"AGED","Contratada: JEB COMERCIO E ELETRONICOS EIRELI                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: Aquisição de Ar Condicionado                                                          Processo/Ano: 183494/2021                                                          Contrato/Ano: 85/2021                                                          Dt. Assinatura: 26/11/2021                                                                                                                                                                              Fiscal:                                                          ADRIANA REIS FERREIRA COELHO","17.736,00","26/11/2021","30/12/2021","Detalhar                                                                                                                                                                                                                PDF"
"AGED","Contratada: VETSUL COMÉRCIO DE MEDICAMENTOS EIRELI                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: Aquisição de produtos para eutanasia de animais para MORMO                                                          Processo/Ano: 24342/2021                                                          Contrato/Ano: 067/2021                                                          Dt. Assinatura: 13/10/2021                                                                                                                                                                              Fiscal:                                                          Sonivalde Silva Santana","120.555,16","13/10/2021","30/12/2021","Detalhar                                                                                                                                                                                                                PDF"
"AGED","Contratada: MANANCIAL COMÉRCIO E SERVIÇOS EIRELI                                                                                                          Tipo de Contratação: DISPENSA                                                          Objeto: Prestaçao de Serviços Graficos                                                          Processo/Ano: 90094/2021                                                          Contrato/Ano: 33/2021                                                          Dt. Assinatura: 07/07/2021","3.500,00","07/07/2021","07/07/2022","Detalhar                                                                                                                                                                                                                PDF                                                                                                                                                                                                                                                                                                                                 Aditivos                                                                                                                                                                                                                                                                                          Fechar"
"AGED","Contratada: GFS COMERCIO E SERVIÇOS LTDA                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: Aquisição de ar condicionado 9.000 BTUS (quantidade de 05); e 12.000 BTUS (quantidade de 27)                                                          Processo/Ano: 117802/2021                                                          Contrato/Ano: 056/2021                                                          Dt. Assinatura: 18/10/2021                                                                                                                                                                              Fiscal:                                                          Fileto Silva Soares","51.399,78","18/10/2021","30/12/2021","Detalhar                                                                                                                                                                                                                PDF"
"AGED","Contratada: GFS COMERCIO E SERVIÇOS LTDA                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: Aquisição de ar condicionado 9.000 BTUS (quantidade de 05); e 12.000 BTUS (quantidade de 27)                                                          Processo/Ano: 117802/2021                                                          Contrato/Ano: 056/2021                                                          Dt. Assinatura: 18/10/2021                                                                                                                                                                              Fiscal:                                                          Adriana Reis Ferreira Coelho","51.399,78","18/10/2021","30/12/2021","Detalhar                                                                                                                                                                                                                PDF"
"AGED","Contratada: COMERCIAL FLEX EIRELI                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: Aquisição de Condicionador de Ar Split 18.000 BTUs (07)                                                          Processo/Ano: 117802/2021                                                          Contrato/Ano: 057/2021                                                          Dt. Assinatura: 18/10/2021","16.725,59","18/10/2021","30/12/2021","Detalhar                                                                                                                                                                                                                PDF                                                                                                                                                                                                                                                                                                                                 Aditivos                                                                                                                                                                                                                                                                                          Fechar"
