"Sigla","Dados da contratação","Vl Global","Inicio Vigência","Fim Vigência","Download"
"CAEMA","Contratada: PONTO FORTE CONSTRUÇÕES E EMPREENDIMENTOS LTDA                                                                                                                    Tipo de Contratação: LICITAÇÃO                                                          Objeto: PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DE REDES E REMAIS PREDIAIS DO SISTEMA DE ABASTECIMENTO DE ÁGUA DE SÃO LUÍS, OS SERVIÇOS SERÃO PRESTADOS NAS CONDIÇÕES ESTABELECIDAS NO EDITAL REFERIDO NO PREÂMBULO E SEUS ANEXOS QUE SE ENCONTRAM NO PROCESSO E NA PROPOSTA VENCEDORA, INDEPENDENTEMENTE DA TRASCRIÇÃO.                                                          Processo/Ano: 1112/2019                                                          Contrato/Ano: 060/2019                                                          Dt. Assinatura: 15/07/2019","2.004.500,00","17/07/2019","17/04/2021","Detalhar                                                                                                                                                                                                                PDF                                                                                                                                                                                                                                                                                                                                 Aditivos                                                                                                                                                                                                                                                                                          Fechar"
"CAEMA","Contratada: MAXTEC SERVIÇOS GERAIS E MANUTENÇÃO INDUSTRIAL LTDA                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: Contratação de serviço continuado de vigilância desarmada em dependências da CAEMA, no município de São Luis/MA.                                                           Processo/Ano: 3867/2019                                                          Contrato/Ano: 133/2019                                                          Dt. Assinatura: 02/12/2019","3.203.110,46","02/01/2020","02/01/2021","Detalhar                                                                                                                                                                                                                PDF                                                                                                                                                                                                                                                                                                                                 Aditivos                                                                                                                                                                                                                                                                                          Fechar"
"CAEMA","Contratada: M M D FERREIRA EIRELI                                                                                                                               Tipo de Contratação: LICITAÇÃO                                                          Objeto: Serviço continuado de vigilância desarmada nas dependências da CAEMA, no município de São Luis/MA.                                                           Processo/Ano: 3867/2019                                                          Contrato/Ano: 132/2019                                                          Dt. Assinatura: 02/12/2019                                                                                                                                                                              Fiscal:                                                          TARCÍSIO MORAES PROCÓPIO GOMES","3.208.774,80","02/01/2020","01/01/2021","Detalhar                                                                                                                                                                                                                PDF                                                                                                                                                                                                                                                                                                                                 Aditivos                                                                                                                                                                                                                                                                                          Fechar"
"CAEMA","Contratada: C.I. COMUNICAÇÃO E INFORMAÇÃO                                                                                                                  Tipo de Contratação: LICITAÇÃO                                                          Objeto: Serviços de clipping e mensuração de mídia, acompanhamento, coleta, seleção, classificação, compilação das informações em banco de dados e a disponibilização de todos os assuntos que fizerem referência a Companhia de Saneamento Ambiental do Maranhão (CAEMA) nas cidades de São Luis, Imperatriz, Chapadinha, Pinheiro, Presidente Dutra e Santa Inês no Estado do Maranhão veiculados na mídia impressa, radiofônica, televisiva, online e mídia social, inclusive nos finais de semana e feriados.                                                          Processo/Ano: 3278/2019                                                          Contrato/Ano: 088/2019                                                          Dt. Assinatura: 16/10/2019                                                                                                                                                                              Fiscal:                                                          JÔICE CHRYSTINE SANTOS BORGES","75.000,00","16/10/2019","15/10/2020","Detalhar                                                                                                                                                                                                                PDF                                                                                                                                                                                                                                                                                                                                 Aditivos                                                                                                                                                                                                                                                                                          Fechar"
"CAEMA","Contratada: BERACA SABARA QUIMICOS E IND.S/A                                                                                                                       Tipo de Contratação: LICITAÇÃO                                                          Objeto: Serviço de dosagem de cloro gás, com fornecimento do produto e logística de distribuição de 757.620 kg Cl2 (Setecentos e cinquenta e sete mil e seiscentos e vinte quilos) de cloro liquefeito envazados em cilindros com capacidade de 50, 68 e 900 kg, para utilizar no processo de desinfecção do tratamento da água dos Sistemas de São Luis e Interior-MA.                                                          Processo/Ano: 6599/2019                                                          Contrato/Ano: 026/2020                                                          Dt. Assinatura: 15/04/2020","8.073.956,34","20/04/2020","21/04/2021","Detalhar                                                                                                                                                                                                                PDF                                                                                                                                                                                                                                                                                                                                 Aditivos                                                                                                                                                                                                                                                                                          Fechar"
"CAEMA","Contratada: LOGUS COPIADORAS,DIGITALIZACAO E SIST. LTDA                                                                                                            Tipo de Contratação: ADESÃO À ATA DE REGISTRO DE PREÇO                                                          Objeto: SERVIÇOS DE LOCAÇÃO DE impressoras multifuncionais através de solução de impressão departamental. Ressalta—se que o item requerido é o de número 02 (Multifuncional Laser Monocromático Laser ou Led, A4-52ppm), na quantidade de 34 (TRINTA E QUATRO) máquinas fotocopiadoras/impressora laser com velocidade impressora de 52 páginas por minuto em a4, incluindo manutenção preventiva e corretiva, fornecimento de software de gerenciamento de controle dos equipamentos, pegas e suprimento necessários (exceto papel).                                                          Processo/Ano: 4975/2019                                                          Contrato/Ano: 093/2019                                                          Dt. Assinatura: 14/10/2019                                                                                                                                                                              Fiscal:                                                          TALYANE ANDRADE DE MATOS","204.000,00","17/10/2019","16/10/2020","Detalhar                                                                                                                                                                                                                PDF                                                                                                                                                                                                                                                                                                                                 Aditivos                                                                                                                                                                                                                                                                                          Fechar"
"CAEMA","Contratada: BAUMINAS QUIMICA NNE LTDA                                                                                                                              Tipo de Contratação: LICITAÇÃO                                                          Objeto: Fornecimento de sulfato de alumínio ferroso liquido, para uso no processo de coagulação do tratamento de água, para consumo humano a ser fornecido no Sistema de Tutóia/MA.                                                          Processo/Ano: 6253/2019                                                          Contrato/Ano: 110/2019                                                          Dt. Assinatura: 01/11/2019                                                                                                                                                                              Fiscal:                                                          LOURINALDO TAVARES VIANA","137.820,00","01/11/2019","31/10/2020","Detalhar                                                                                                                                                                                                                PDF                                                                                                                                                                                                                                                                                                                                 Aditivos                                                                                                                                                                                                                                                                                          Fechar"
"CAEMA","Contratada: BAUMINAS QUIMICA NNE LTDA                                                                                                                              Tipo de Contratação: LICITAÇÃO                                                          Objeto: Fornecimento de sulfato de alumínio ferroso liquido, para uso no processo de coagulação do tratamento de água, para consumo humano a ser fornecido no Sistema de Tutóia/MA.                                                          Processo/Ano: 6253/2019                                                          Contrato/Ano: 110/2019                                                          Dt. Assinatura: 01/11/2019                                                                                                                                                                              Fiscal:                                                          JOSÉ DE RIBAMAR SIQUEIRA BAYMA","137.820,00","01/11/2019","31/10/2020","Detalhar                                                                                                                                                                                                                PDF                                                                                                                                                                                                                                                                                                                                 Aditivos                                                                                                                                                                                                                                                                                          Fechar"
"CAEMA","Contratada: BAUMINAS QUIMICA NNE LTDA                                                                                                                              Tipo de Contratação: LICITAÇÃO                                                          Objeto: fornecimento de sulfato de alumínio ferroso liquido, para uso no processo de coagulação do tratamento de água, para consumo humano a ser fornecido à Gerência de Produção de Água do Sistema de Santa Quitéria/MA                                                          Processo/Ano: 6259/2019                                                          Contrato/Ano: 118/2019                                                          Dt. Assinatura: 01/11/2019                                                                                                                                                                              Fiscal:                                                          LOURINALDO TAVARES VIANA","168.960,00","01/11/2019","31/10/2020","Detalhar                                                                                                                                                                                                                PDF                                                                                                                                                                                                                                                                                                                                 Aditivos                                                                                                                                                                                                                                                                                          Fechar"
"CAEMA","Contratada: BAUMINAS QUIMICA NNE LTDA                                                                                                                              Tipo de Contratação: LICITAÇÃO                                                          Objeto: Fornecimento de sulfato de alumínio ferroso liquido, para o Sistema de Cantanhede/MA.                                                          Processo/Ano: 6250/2019                                                          Contrato/Ano: 108/2019                                                          Dt. Assinatura: 01/11/2019                                                                                                                                                                              Fiscal:                                                          FRANCISCO DAS CHAGAS PEREIRA OLIVEIRA","198.000,00","01/11/2019","31/10/2020","Detalhar                                                                                                                                                                                                                PDF                                                                                                                                                                                                                                                                                                                                 Aditivos                                                                                                                                                                                                                                                                                          Fechar"
"CAEMA","Contratada: BAUMINAS QUIMICA NNE LTDA                                                                                                                              Tipo de Contratação: LICITAÇÃO                                                          Objeto: Fornecimento de sulfato de alumínio ferroso liquido, para uso no processo de coagulação do tratamento de água, para consumo humano a ser fornecido no Sistema de NINA RODRIGUES/MA                                                          Processo/Ano: 6262/2019                                                          Contrato/Ano: 124/2019                                                          Dt. Assinatura: 01/11/2019                                                                                                                                                                              Fiscal:                                                          LOURINALDO TAVARES VIANA","285.120,00","01/11/2019","31/10/2020","Detalhar                                                                                                                                                                                                                PDF                                                                                                                                                                                                                                                                                                                                 Aditivos                                                                                                                                                                                                                                                                                          Fechar"
"CAEMA","Contratada: BAUMINAS QUIMICA NNE LTDA                                                                                                                              Tipo de Contratação: LICITAÇÃO                                                          Objeto: Fornecimento de sulfato de alumínio ferroso liquido, para uso no processo de coagulação do tratamento de água, para consumo humano a ser fornecido ao Sistema de Areias, Santa Rita/MA.                                                          Processo/Ano: 6257/2019                                                          Contrato/Ano: 101/2019                                                          Dt. Assinatura: 30/10/2019                                                                                                                                                                              Fiscal:                                                          FRANCISCO DAS CHAGAS PEREIRA OLIVEIRA","200.640,00","30/10/2019","29/10/2020","Detalhar                                                                                                                                                                                                                PDF                                                                                                                                                                                                                                                                                                                                 Aditivos                                                                                                                                                                                                                                                                                          Fechar"
"CAEMA","Contratada: BAUMINAS QUIMICA NNE LTDA                                                                                                                              Tipo de Contratação: LICITAÇÃO                                                          Objeto: Fornecimento de sulfato de alumínio ferroso líquido, para ser fornecido ao Sistema do Sacavém em São Luís/MA.                                                            Processo/Ano: 6256/2019                                                          Contrato/Ano: 106/2019                                                          Dt. Assinatura: 29/10/2019                                                                                                                                                                              Fiscal:                                                          ANTONIO DENIS TORRES GEDEON","843.040,00","29/10/2019","28/10/2020","Detalhar                                                                                                                                                                                                                PDF                                                                                                                                                                                                                                                                                                                                 Aditivos                                                                                                                                                                                                                                                                                          Fechar"
"CAEMA","Contratada: BAUMINAS QUIMICA NNE LTDA                                                                                                                              Tipo de Contratação: LICITAÇÃO                                                          Objeto: Fornecimento de sulfato de alumínio ferroso liquido p/ o Sistema de VARGEM GRANDE/MA.                                                          Processo/Ano: 6251/2019                                                          Contrato/Ano: 112/2019                                                          Dt. Assinatura: 01/11/2019","183.040,00","01/11/2019","31/10/2020","Detalhar                                                                                                                                                                                                                PDF                                                                                                                                                                                                                                                                                                                                 Aditivos                                                                                                                                                                                                                                                                                          Fechar"
"CAEMA","Contratada: BAUMINAS QUIMICA NNE LTDA                                                                                                                              Tipo de Contratação: LICITAÇÃO                                                          Objeto: Fornecimento de 4.955.000 Kg (quatro milhões, novecentos e cinquenta e cinco mil quilogramas) de sulfato de alumínio ferroso liquido para Gerência de Produção de Água do Sistema Italuis.                                                          Processo/Ano: 6339/2019                                                          Contrato/Ano: 099/2019                                                          Dt. Assinatura: 29/10/2019                                                                                                                                                                              Fiscal:                                                          JURANDIR GOMES BASTOS","8.720.800,00","29/10/2019","28/10/2020","Detalhar                                                                                                                                                                                                                PDF                                                                                                                                                                                                                                                                                                                                 Aditivos                                                                                                                                                                                                                                                                                          Fechar"
