"Sigla","Dados da contratação","Vl Global","Inicio Vigência","Fim Vigência","Download"
"AGEM","Contratada: MAURO HENRIQUE B. SALOMÃO - ME                                                                                                          Tipo de Contratação: DISPENSA                                                          Objeto: Locação de imóvel localizado à rua 48, nº 04, quadra 21, loteamento Calhau, bairro Calhau, São Luís (MA), com uma área construída de 1.008,21 m², matriculado sob o nº 7.686 do Cartório de Registro de Imóveis da 1ª Zona da Comarca de São Luís/MA, de propriedade de MAURO HENRIQUE B. SALOMÃO – ME, para sediar as instalações da Agência Executiva Metropolitana                                                          Processo/Ano: 192901/2020                                                          Contrato/Ano: 05/2021                                                          Dt. Assinatura: 11/03/2021","180.000,00","11/03/2021","11/03/2022","Detalhar                                                                                                                                                                                                                PDF                                                                                                                                                                                                                                                                                                                                 Aditivos                                                                                                                                                                                                                                                                                          Fechar"
"AGEM","Contratada: PAVIRROL ENGENHARIA EIRELI                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: Contratação de empresa especializada para execução dos serviços de terraplanagem, pavimentação, drenagem, serviços complementares e sinalização viária a serem realizadas em 04 (quatro) ruas localizadas no Bairro Recanto Canaã, pertencente ao Município de São Luís-MA, por meio da Agência Executiva Metropolitana (AGEM), conforme de Contrato de Repasse nº 897049/2019/MDR/CAIXA.                                                          Processo/Ano: 170889/2020                                                          Contrato/Ano: 02/2021                                                          Dt. Assinatura: 04/03/2021","605.988,12","04/03/2021","04/03/2022","Detalhar                                                                                                                                                                                                                PDF"
"AGENCIA EST.DE TRANSPORTE E MOBILIDADE URBANA","Contratada: SAT-SISTEMA AUTORIZADO DE TELECOMUNICA«AO LTD                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: locação de Rádios Digitais Portáteis VHF, devidamente licenciados pela ANATEL, para utilização em atividades de inspeção e fiscalização promovidas pela Agência Estadual de Mobilidade Urbana e Serviços Públicos – MOB, de acordo com as especificações técnicas descritas neste Termo de Referência                                                          Processo/Ano: 87961/2020                                                          Contrato/Ano: 007/2020                                                          Dt. Assinatura: 30/11/2020","16.320,00","30/11/2020","30/11/2020","Detalhar                                                                                                                                                                                                                PDF"
"AGENCIA EST.DE TRANSPORTE E MOBILIDADE URBANA","Contratada: SIND DAS EMPRESAS TRANSP E PASSAGEIROS                                                                                                                 Tipo de Contratação: INEXIBILIDADE                                                          Objeto: Contratação Direta por Inexigibilidade de empresa especializada em prestação de serviço no fornecimento de vale – transporte eletrônico aos beneficiários do Programa Nota Legal                                                          Processo/Ano: 45339/2020                                                          Contrato/Ano: 003/2020                                                          Dt. Assinatura: 10/08/2020","75.573.048,39","09/09/2020","09/09/2021","Detalhar                                                                                                                                                                                                                PDF"
"AGENCIA EST.DE TRANSPORTE E MOBILIDADE URBANA","Contratada: EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S/A                                                                                                             Tipo de Contratação: INEXIBILIDADE                                                          Objeto: nexigibilidade de Licitação para contratação de empresa para realocação da rede elétrica de baixa, média e alta tensão, incluindo o remanejamento de postes, transformadores e demais componentes do sistema de distribuição de energia elétrica para adequação às obras do BRT                                                          Processo/Ano: 103559/2020                                                          Contrato/Ano: 005/2020                                                          Dt. Assinatura: 24/08/2020","2.353.832,37","25/08/2020","25/08/2021","Detalhar                                                                                                                                                                                                                PDF"
"AGENCIA EST.DE TRANSPORTE E MOBILIDADE URBANA","Contratada: R F DINIZ COMERCIO E SERVICOS ME                                                                                                                    Tipo de Contratação: DISPENSA                                                          Objeto: contratação de empresa especializada no fornecimento de periódicos, tipo jornal impresso de grande circulação (Estado do Maranhão, O Imparcial e Jornal Pequeno).                                                          Processo/Ano: 82361/2020                                                          Contrato/Ano: 06/2020                                                          Dt. Assinatura: 02/10/2020","2.847,00","02/10/2020","02/10/2021","Detalhar                                                                                                                                                                                                                PDF"
"AGENCIA EST.DE TRANSPORTE E MOBILIDADE URBANA","Contratada: A. E. MENDES - EPP                                                                                                                                             Tipo de Contratação: LICITAÇÃO                                                          Objeto: aquisição de Material de Expediente, conforme detalhamento que consta do Termo de Referência                                                          Processo/Ano: 91171/2020                                                          Contrato/Ano: 00/2020                                                          Dt. Assinatura: 17/12/2020","8.000,00","17/12/2020","31/12/2020","Detalhar                                                                                                                                                                                                                PDF"
"AGENCIA EST.DE TRANSPORTE E MOBILIDADE URBANA","Contratada: BION ENGENHARIA EIRELI                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: contratação de empresa especializada para execução dos serviços de Automonitoramento da Qualidade da Água, Automonitoramento da Qualidade do Ar, Automonitoramento de Ruído Ambiental e serviços de Gestão Ambiental de Obras, visando atendimento de condicionantes ambientais que constam no licenciamento de instalação do empreendimento de Expansão, Aumento da Capacidade de Tráfego e Instalação do BRT na MA-203, conforme detalhamento que consta do Termo de Referência                                                          Processo/Ano: 21181/2020                                                          Contrato/Ano: 004/2020                                                          Dt. Assinatura: 22/07/2020","585.000,00","22/07/2020","22/07/2022","Detalhar                                                                                                                                                                                                                PDF"
"AGERP","Contratada: MANHATTAN LOCADORA DE VEÍCULOS LTDA                                                                                                          Tipo de Contratação: ADESÃO À ATA DE REGISTRO DE PREÇO                                                          Objeto: O Presente contrato tem por objeto a locação de veículos automotores, em conformidade com as especificações técnicas e quantitativos especificados no quadro abaixo, de acordo com o termo de referência (Anexo I) do Edital do pregão presencial n° 029/2019-SARP/MA, E DA PROPOSTA APRESENTADA PELA CONTRATADA.                                                          Processo/Ano: 112986/2020                                                          Contrato/Ano: 002/2020                                                          Dt. Assinatura: 11/09/2020","394.920,00","11/09/2020","11/09/2021","Detalhar                                                                                                                                                                                                                PDF"
"AGERP","Contratada: ADEQUA MOVEIS EIRELI                                                                                                          Tipo de Contratação: ADESÃO À ATA DE REGISTRO DE PREÇO                                                          Objeto: O presente contrato tem por objeto a Aquisição de Mobiliário, em conformidade com as especificações técnicas e quantitativos do Termo de Referência do Edital do Pregão Presencial n° 046/2019-SARP/MA, Ata de Registro de Preço n° 240/2019 - SEGEP/MA - SEGEP/MA e da proposta apresentada.                                                          Processo/Ano: 032769/2020                                                          Contrato/Ano: 010/2020                                                          Dt. Assinatura: 24/11/2020","152.628,00","24/11/2020","24/11/2021","Detalhar                                                                                                                                                                                                                PDF"
"AGERP","Contratada: Zayma Lira Lima                                                                                                          Tipo de Contratação: DISPENSA                                                          Objeto: O presente contrato consiste na locação de imóvel, para fins não residenciais, situado na Rua Juscelino Kubistchek, n° 79, Vila Militar - Santa Inês - MA, cuja ocupação destina-se à instalação do Escritório Regional de Santa Inês - MA, vinculado à Agência Estadual de Pesquisa Agropecuária e Extensão Rural do Maranhão - AGERP/MA, órgão da administração publica estadual indireta                                                          Processo/Ano: 060697/2020                                                          Contrato/Ano: 001/2020                                                          Dt. Assinatura: 07/07/2020","24.000,00","07/07/2020","07/07/2021","Detalhar                                                                                                                                                                                                                PDF                                                                                                                                                                                                                                                                                                                                 Aditivos                                                                                                                                                                                                                                                                                          Fechar"
"AGERP","Contratada: Wirjania Moraes Trindade                                                                                                          Tipo de Contratação: DISPENSA                                                          Objeto: O presente contrato consiste na locação de imóvel, para fins não residenciais, situado na Av. Luis de Almeida Couto, S/N, Jardim Cidade dos lagos - Viana - MA cuja a ocupação destina-se à instalação do escritório Regional de Viana - MA, vinculado à Agência Estadual de Pesquisa Agropecuária e Extensão Rural do Maranhão - AGERP/MA, órgão da administração publica estadual indireta                                                          Processo/Ano: 134832/2020                                                          Contrato/Ano: 003/2020                                                          Dt. Assinatura: 20/10/2020","26.400,00","20/10/2020","20/10/2021","Detalhar                                                                                                                                                                                                                PDF"
"CAEMA","Contratada: MARTA ANDREIA COSTA E SILVA                                                                                                                            Tipo de Contratação: DISPENSA                                                          Objeto: Locação de imóvel situado na Rua Barão do Rio Branco, n° 175, no Município de ICATU/MA, para funcionamento do Escritório Local                                                          Processo/Ano: 2688/2020                                                          Contrato/Ano: 035/2020                                                          Dt. Assinatura: 23/07/2020","8.400,00","23/07/2020","23/07/2021","Detalhar                                                                                                                                                                                                                PDF                                                                                                                                                                                                                                                                                                                                 Aditivos                                                                                                                                                                                                                                                                                          Fechar"
"CAEMA","Contratada: PONTO FORTE CONSTRUÇÕES E EMPREENDIMENTOS LTDA                                                                                                                    Tipo de Contratação: LICITAÇÃO                                                          Objeto: Contratação de empresa para prestação de serviços comuns de engenharia de manutenção de redes  coletoras de esgotos da CAEMA da cidade de São Luís MA- Lote 01.                                                           Processo/Ano: 4718/2020                                                          Contrato/Ano: 061/2021                                                          Dt. Assinatura: 30/09/2021                                                                                                                                                                              Fiscal:                                                          DEIVISON EDIR SILVA DA CUNHA","9.000.000,00","07/10/2021","06/10/2022","Detalhar                                                                                                                                                                                                                PDF                                                                                                                                                                                                                                                                                                                                 Aditivos                                                                                                                                                                                                                                                                                          Fechar"
"CAEMA","Contratada: PONTO FORTE CONSTRUÇÕES E EMPREENDIMENTOS LTDA                                                                                                                    Tipo de Contratação: LICITAÇÃO                                                          Objeto: Serviços comuns de engenharia de manutenção de redes e ramais prediais, pequenas ampliações de redes, instalação e substituição de ramais nos sistemas de Abastecimento de Água do Interior - Gerência de Negócios de COROATÁ/MA (LOTE 02).                                                          Processo/Ano: 4685/2020                                                          Contrato/Ano: 027/2021                                                          Dt. Assinatura: 07/07/2021                                                                                                                                                                              Fiscal:                                                          IAGO CRUZ ALENCAR","1.840.832,13","19/07/2021","19/07/2022","Detalhar                                                                                                                                                                                                                PDF                                                                                                                                                                                                                                                                                                                                 Aditivos                                                                                                                                                                                                                                                                                          Fechar"
"CAEMA","Contratada: PONTO FORTE CONSTRUÇÕES E EMPREENDIMENTOS LTDA                                                                                                                    Tipo de Contratação: LICITAÇÃO                                                          Objeto:  Serviços de co ta, análises fisico-quimicas e bacteriológicas da Agua dos sistemas de abastecimento de água operados pela CAEMA em São Luis e no Interior do Estado do Maranhão, inclusiv o fornecimento de veículos para o transporte das amostras, com motoristas, combustivel                                                          Processo/Ano: 3731/2020                                                          Contrato/Ano: 056/2020                                                          Dt. Assinatura: 24/11/2020                                                                                                                                                                              Fiscal:                                                          MARCEL FELIPE SOUSA BARROSO","5.999.999,78","28/11/2020","27/11/2021","Detalhar                                                                                                                                                                                                                PDF                                                                                                                                                                                                                                                                                                                                 Aditivos                                                                                                                                                                                                                                                                                          Fechar"
"CAEMA","Contratada: PONTO FORTE CONSTRUÇÕES E EMPREENDIMENTOS LTDA                                                                                                                    Tipo de Contratação: LICITAÇÃO                                                          Objeto:  Serviços de co ta, análises fisico-quimicas e bacteriológicas da Agua dos sistemas de abastecimento de água operados pela CAEMA em São Luis e no Interior do Estado do Maranhão, inclusiv o fornecimento de veículos para o transporte das amostras, com motoristas, combustivel                                                          Processo/Ano: 3731/2020                                                          Contrato/Ano: 056/2020                                                          Dt. Assinatura: 24/11/2020                                                                                                                                                                              Fiscal:                                                          FRANCISCO DAS CHAGAS PEREIRA OLIVEIRA","5.999.999,78","28/11/2020","27/11/2021","Detalhar                                                                                                                                                                                                                PDF                                                                                                                                                                                                                                                                                                                                 Aditivos                                                                                                                                                                                                                                                                                          Fechar"
"CAEMA","Contratada: PONTO FORTE CONSTRUÇÕES E EMPREENDIMENTOS LTDA                                                                                                                    Tipo de Contratação: LICITAÇÃO                                                          Objeto:  Serviços de co ta, análises fisico-quimicas e bacteriológicas da Agua dos sistemas de abastecimento de água operados pela CAEMA em São Luis e no Interior do Estado do Maranhão, inclusiv o fornecimento de veículos para o transporte das amostras, com motoristas, combustivel                                                          Processo/Ano: 3731/2020                                                          Contrato/Ano: 056/2020                                                          Dt. Assinatura: 24/11/2020                                                                                                                                                                              Fiscal:                                                          ANTONIO JULIANO LIMA SOUSA","5.999.999,78","28/11/2020","27/11/2021","Detalhar                                                                                                                                                                                                                PDF                                                                                                                                                                                                                                                                                                                                 Aditivos                                                                                                                                                                                                                                                                                          Fechar"
"CAEMA","Contratada: PONTO FORTE CONSTRUÇÕES E EMPREENDIMENTOS LTDA                                                                                                                    Tipo de Contratação: LICITAÇÃO                                                          Objeto:  Serviços de co ta, análises fisico-quimicas e bacteriológicas da Agua dos sistemas de abastecimento de água operados pela CAEMA em São Luis e no Interior do Estado do Maranhão, inclusiv o fornecimento de veículos para o transporte das amostras, com motoristas, combustivel                                                          Processo/Ano: 3731/2020                                                          Contrato/Ano: 056/2020                                                          Dt. Assinatura: 24/11/2020                                                                                                                                                                              Fiscal:                                                          FRANCISCO MOREIRA FERREIRA FILHO","5.999.999,78","28/11/2020","27/11/2021","Detalhar                                                                                                                                                                                                                PDF                                                                                                                                                                                                                                                                                                                                 Aditivos                                                                                                                                                                                                                                                                                          Fechar"
"CAEMA","Contratada: PONTO FORTE CONSTRUÇÕES E EMPREENDIMENTOS LTDA                                                                                                                    Tipo de Contratação: LICITAÇÃO                                                          Objeto:  Serviços de co ta, análises fisico-quimicas e bacteriológicas da Agua dos sistemas de abastecimento de água operados pela CAEMA em São Luis e no Interior do Estado do Maranhão, inclusiv o fornecimento de veículos para o transporte das amostras, com motoristas, combustivel                                                          Processo/Ano: 3731/2020                                                          Contrato/Ano: 056/2020                                                          Dt. Assinatura: 24/11/2020                                                                                                                                                                              Fiscal:                                                          MEAGAN TALITA PINHEIRO LEAL","5.999.999,78","28/11/2020","27/11/2021","Detalhar                                                                                                                                                                                                                PDF                                                                                                                                                                                                                                                                                                                                 Aditivos                                                                                                                                                                                                                                                                                          Fechar"
"CAEMA","Contratada: PONTO FORTE CONSTRUÇÕES E EMPREENDIMENTOS LTDA                                                                                                                    Tipo de Contratação: LICITAÇÃO                                                          Objeto:  Serviços de co ta, análises fisico-quimicas e bacteriológicas da Agua dos sistemas de abastecimento de água operados pela CAEMA em São Luis e no Interior do Estado do Maranhão, inclusiv o fornecimento de veículos para o transporte das amostras, com motoristas, combustivel                                                          Processo/Ano: 3731/2020                                                          Contrato/Ano: 056/2020                                                          Dt. Assinatura: 24/11/2020                                                                                                                                                                              Fiscal:                                                          PAULO HENRIQUE CRUZ MUNIZ","5.999.999,78","28/11/2020","27/11/2021","Detalhar                                                                                                                                                                                                                PDF                                                                                                                                                                                                                                                                                                                                 Aditivos                                                                                                                                                                                                                                                                                          Fechar"
