CtNumero,NU_ProcessoLicitacao,CtVigenciaInicio,CtVigenciaTermino2,Tempo,OrNome,Credor,ObNome,CtValorTotal,Textbox7,CtValorTotal1
0437/2020,27.000.003798.2020,29/12/2020,29/06/2022,18,SEDH - 27.0001,04.268.760/0001-35 - NAVE COMÉRCIO E SERVIÇOS DE ALIMENTOS EIRELI,FORNECIMENTO DE REFEIÇÕES,"1.582.020,00",4.720 CONTRATOS,"8.597.825.332,62"
0621/2020,25.000510526.2020,30/12/2020,30/06/2021,6,SES - 25.0001,30.553.793/0001-37 - JASMED DISTRIBUIDORA DE MEDICAMENTOS LTDA - EPP,MEDICAMENTOS,"69.720,00",4.720 CONTRATOS,"8.597.825.332,62"
0622/2020,25.000.510526.2020,30/12/2020,30/06/2021,6,SES - 25.0001,09.053.134/0001-45 - ELFA MEDICAMENTOS LTDA,MEDICAMENTOS,"9.480,00",4.720 CONTRATOS,"8.597.825.332,62"
0624/2020,25.000.3108564.2020,30/12/2020,30/12/2021,12,SES - 25.0001,18.652.084/0001-03 - SECTOR PB CIRURGIA TORACICA LTDA,SERVIÇO DE SAÚDE,"2.246.400,00",4.720 CONTRATOS,"8.597.825.332,62"
0625/2020,25.000.3108564.2020,30/12/2020,30/12/2021,12,SES - 25.0001,35.974.692/0001-53 - VITANEURO SERVIÇOS MÉDICOS LTDA,SERVIÇO DE SAÚDE,"3.739.680,00",4.720 CONTRATOS,"8.597.825.332,62"
0006/2020,25.234.000016.2020,21/12/2020,21/06/2021,6,LACEN 25.3701,63.067.904/0002-35 - LIFE TECHNOLOGIES BRASIL COM. E INDÚSTRIA DE PRODUTOS PARA BIOTECNOLOGIA LTDA,MATERIAL DA ÁREA DE SAÚDE,"220.815,83",4.720 CONTRATOS,"8.597.825.332,62"
0007/2020,25.234.000027.2020,22/12/2020,22/06/2021,6,LACEN 25.3701,11.426.166/0001-90 - DIAGFARMA COM. SERV. DE PROD. HOSP. E LAB.,MATERIAL DA ÁREA DE SAÚDE,"2.300,00",4.720 CONTRATOS,"8.597.825.332,62"
0008/2020,25.234.000027.2020,22/12/2020,22/06/2021,6,LACEN 25.3701,12.655.453/0001-35 - VISION MÉDICA EIRELI - ME,MATERIAL DA ÁREA DE SAÚDE,"57.684,00",4.720 CONTRATOS,"8.597.825.332,62"
0008/2020,21.204.000275.2020,21/12/2020,21/12/2023,36,IMEQ - 21.0401,34.028.316/0019-32 - EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS - CORREIOS,SERVIÇO POSTAL E TELEMÁTICO,"360.000,00",4.720 CONTRATOS,"8.597.825.332,62"
0013/2020,,22/12/2020,22/12/2023,36,PCOOPERAR - 28.0001,08.689.089/0001-57 - TOCCATO TECOLOGIA EM SISTEMAS LTDA,SERVIÇOS,"372.865,20",4.720 CONTRATOS,"8.597.825.332,62"
0025/2020,15.201.001528.2020,18/12/2020,18/06/2021,6,IHGER - 15.0101,69.890.721/0001-10 - L A INFORMÁTICA LTDA,SERVIÇO ESPECIALIZADO NA ÁREA DE INFORMÁTICA,"64.998,00",4.720 CONTRATOS,"8.597.825.332,62"
0029/2020,26.000.006324.2020,21/12/2020,22/12/2023,36,SEDS - 26.0001,20.367.629/0001-81 - HELICÓPTEROS DO BRASIL S/A - HELIBRAS,OUTROS SERVIÇOS ESPECIALIZADOS,"5.053.982,50",4.720 CONTRATOS,"8.597.825.332,62"
0038/2020,34.204.000074.2020,22/12/2020,22/12/2025,60,PBGÁS - 34.0401,05.891.441/0001-44 - F&C PARTICIPAÇÕES E ADMINISTRAÇÃO LTDA,OUTROS EVENTOS,"268.800,00",4.720 CONTRATOS,"8.597.825.332,62"
0046/2020,19.000.033124.2019,18/12/2020,31/12/2020,0,FUNESBOM - 57.0001 ,15.453.449/0001-82 - RESGATÉCNICA COMÉRCIO EQUIPAMENTOS DE RESGATE EIRELLI,AQUISIÇÃO DE EQUIPAMENTOS HOSPITALARES,"249.200,00",4.720 CONTRATOS,"8.597.825.332,62"
0059/2020,,21/12/2020,21/12/2021,12,SUDEMA - 34.0101,101.365.734-95 - PRISCILLA GOMES BARBOSA,CESSÃO DE ESTÁGIO CURRICULAR,"8.136,00",4.720 CONTRATOS,"8.597.825.332,62"
0062/2020,31.201.003963.2020,23/12/2020,03/05/2022,17,DER - 31.0101,09.539.563/0001-27 - CONSTRUTORA SOUZA REIS LTDA.-EM RECUPERAÇÃO JUDICIAL,OBRAS,"2.891.274,09",4.720 CONTRATOS,"8.597.825.332,62"
0063/2020,31.201.003530.2020,22/12/2020,20/04/2021,4,DER - 31.0101,25.165.699/0001-70 - CLPT CONSTRUTORA EIRELI-EPP,OBRAS,"877.482,87",4.720 CONTRATOS,"8.597.825.332,62"
0075/2020,30.000.443871.2020,21/12/2020,20/12/2022,24,SEAD - 19.0001,023.273.254-04 - JORGE GONÇALVES CAVALCANTI DE ALBUQUERQUE,LOCAÇÃO DE IMÓVEL URBANO,"63.600,00",4.720 CONTRATOS,"8.597.825.332,62"
0131/2020,19.000.004518.2020,21/12/2020,21/12/2023,36,SUPLAN - 31.0201,19.207.352/0001-40 - LE CARD ADMINISTRATORA DE CARTÕES LTDA.,SERVIÇOS,"2.567.354,40",4.720 CONTRATOS,"8.597.825.332,62"
0138/2020,31.206.040264.2019,23/12/2020,21/08/2021,8,CAGEPA - 31.0601,34.822.903/0001-70 - HD3 COMERCIAL TECNICA EIRELI ,MATERIAL DE USO ESPECÍFICO,"28.799,82",4.720 CONTRATOS,"8.597.825.332,62"
0285/2020,,23/12/2020,21/03/2022,15,CAGEPA - 31.0601,01.309.949/0001-30 - 1001 SERVIÇOS ENGENHARIA E CONSTRUÇÃO LTDA - EPP ,SERVIÇO ESPECIALIZADO NA ÁREA DE ENGENHARIA,"434.904,52",4.720 CONTRATOS,"8.597.825.332,62"
0289/2020,,23/12/2020,23/12/2021,12,CAGEPA - 31.0601,05.862.270/0001-25 - COMPASS MINERALS NORDESTE INDÚSTRIA E COMÉRCIO LTDA,PRODUTOS QUÍMICOS,"897.987,50",4.720 CONTRATOS,"8.597.825.332,62"
0615/2020,25.000.1206633.2019,21/12/2020,21/12/2021,12,SES - 25.0001,09.366.790/0001-06 - EMPRESA PARAIBANA DE COMUNICAÇÃO S.A. - EPC,SERVIÇOS,"300.000,00",4.720 CONTRATOS,"8.597.825.332,62"
0618/2020,25.000.1006509.2020,21/12/2020,21/12/2021,12,SES - 25.0001,38.410.913/0001-59 - NEUROVASC SERVIÇOS MÉDICOS LTDA EPP,SERVIÇO DE SAÚDE,"9.522.240,00",4.720 CONTRATOS,"8.597.825.332,62"
0935/2020,22.204.006483.2020,21/12/2020,31/12/2020,0,UEPB - 35.0401,67.774.679/0001-47 - NOVA ANALÍTICA IMPORTAÇÃO E EXPORTAÇÃO LTDA,MATERIAL PERMANENTE,"120.000,00",4.720 CONTRATOS,"8.597.825.332,62"
0015/2020,25.240.001323.2020,17/12/2020,17/06/2021,6,HCCG - 25.4201,00.600.249/0001-38 - HAVEL DEDETIZAÇÕES LTDA,SERVIÇOS,"16.380,00",4.720 CONTRATOS,"8.597.825.332,62"
0017/2020,32.901.000064.2019,16/12/2020,16/12/2022,24,SEDAP - 32.0001,17.134.673/0001-37 - ENGEPAR COMÉRCIO E INSTALAÇÃO DE EQUIPAMENTOS LTDA,MÁQUINAS E EQUIPAMENTOS,"599.639,80",4.720 CONTRATOS,"8.597.825.332,62"
0018/2020,32.901.000064.2019,16/12/2020,16/12/2022,24,SEDAP - 32.0001,07.587.515/0001-89 - LGA MÁQUINAS E EQUIPAMENTOS INDUSTRIAIS EIRELI – EPP,MÁQUINAS E EQUIPAMENTOS,"1.156.369,53",4.720 CONTRATOS,"8.597.825.332,62"
0019/2020,32.901.000064.2019,16/12/2020,16/12/2021,12,SEDAP - 32.0001,10.765.308/0001-81 - USINOX SERVICE LTDA EPP,MÁQUINAS E EQUIPAMENTOS,"66.390,00",4.720 CONTRATOS,"8.597.825.332,62"
0020/2020,32.901.000064.2019,16/12/2020,16/06/2023,30,SEDAP - 32.0001,26.125.891/0001-04 - IDEALFRIO REFRIGERAÇÃO EIRELI-ME,MÁQUINAS E EQUIPAMENTOS,"347.171,25",4.720 CONTRATOS,"8.597.825.332,62"
0021/2020,32.901.000064.2019,16/12/2020,16/06/2022,18,SEDAP - 32.0001,54.177.886/0001-72 - COZIL EQUIPAMENTOS INDUSTRIAIS LTDA,MÁQUINAS E EQUIPAMENTOS,"39.420,00",4.720 CONTRATOS,"8.597.825.332,62"
0038/2020,15.000.000514.2020,16/12/2020,31/12/2021,12,PM/PB - 15.0001,31.557.451/0001-58 - LMV CONSTRUTORA INSTALAÇÕES EIRELI,SERVIÇO DE CONSTRUÇÃO,"223.710,06",4.720 CONTRATOS,"8.597.825.332,62"
0039/2020,15.000.000516.2020,16/12/2020,31/12/2021,12,PM/PB - 15.0001,31.332.593/0001-17 - IDSET SERVIÇOS E CONTRUÇÕES EIRELI,SERVIÇO DE CONSTRUÇÃO,"267.722,08",4.720 CONTRATOS,"8.597.825.332,62"
0040/2020,15.000.000515.2020,16/12/2020,31/12/2021,12,PM/PB - 15.0001,28.151.733/0001-46 - MEC CONSTRUÇÕES LTDA,SERVIÇO DE CONSTRUÇÃO,"451.514,16",4.720 CONTRATOS,"8.597.825.332,62"
0059/2020,31.201.003856.2020,17/12/2020,12/11/2021,11,DER - 31.0101,06.204.246/0001-61 - ECAM TERRAPLENAGEM E PAVIMENTAÇÃO LTDA,OUTRAS OBRAS DE AMPLIAÇÃO E CONSERVAÇÃO,"2.223.093,45",4.720 CONTRATOS,"8.597.825.332,62"
0065/2020,24.000.003910.2020,16/12/2020,31/12/2020,0,SEAP - 24.0001,08.370.039/0001-02 - MEGA MASTER COMERCIAL DE ALIMENTOS LTDA,GÊNEROS ALIMENTÍCIOS / PRESÍDIOS,"33.300,00",4.720 CONTRATOS,"8.597.825.332,62"
0066/2020,24.000.003910.2020,16/12/2020,31/12/2020,0,SEAP - 24.0001,07.526.979/0001-85 - RAIMUNDO ADELMAR FONSECA PIRES EPP,GÊNEROS ALIMENTÍCIOS / PRESÍDIOS,"392.472,00",4.720 CONTRATOS,"8.597.825.332,62"
0076/2020,30.000.432551.2020R1,18/12/2020,17/12/2022,24,SEAD - 19.0001,071.078.884-39 - ANDREZA DE OLIVEIRA GUIMARÃES FERREIRA ,LOCAÇÃO DE IMÓVEL URBANO,"48.240,00",4.720 CONTRATOS,"8.597.825.332,62"
0150/2020,31.202.002034.2020,18/12/2020,13/03/2022,15,SUPLAN - 31.0201,10.715.077/0001-00 - ARKO CONSTRUÇÕES LTDA ,OBRAS,"2.205.834,41",4.720 CONTRATOS,"8.597.825.332,62"
0606/2020,00.000.000000.0000,17/12/2020,31/12/2020,0,SES - 25.0001,07.484.373/0001-24 - UNI HOSPITALAR LTDA,MEDICAMENTOS,"629.761,00",4.720 CONTRATOS,"8.597.825.332,62"
0607/2020,25.000.2610535.2020,17/12/2020,15/06/2021,6,SES - 25.0001,56.994.502/0026-98 - NOVARTIS BIOCIÊNCIAS S/A,MEDICAMENTOS,"360.107,46",4.720 CONTRATOS,"8.597.825.332,62"
0608/2020,25.000.2909526.2020,17/12/2020,15/06/2021,6,SES - 25.0001,11.563.145/0001-17 - COMERCIAL MOSTAERT LIMITADA,MEDICAMENTOS,"94.174,08",4.720 CONTRATOS,"8.597.825.332,62"
0611/2020,00.000.000000.0000,17/12/2020,31/12/2020,0,SES - 25.0001,60.318.797/0001-00 - ASTRAZENECA DO BRASIL LTDA,MEDICAMENTOS,"573.594,00",4.720 CONTRATOS,"8.597.825.332,62"
0612/2020,25.000.2509589.2020,17/12/2020,15/06/2021,6,SES - 25.0001,56.994.502/0026-98 - NOVARTIS BIOCIENCIAS SA,MEDICAMENTOS,"42.001,44",4.720 CONTRATOS,"8.597.825.332,62"
0613/2020,00.000.000000.0000,18/12/2020,31/12/2020,0,SES - 25.0001,43.940.618/0001-44 - ELI LILLY DO BRASIL LTDA,MEDICAMENTOS,"645.000,00",4.720 CONTRATOS,"8.597.825.332,62"
0067/2020,24.000.003910.2020,16/12/2020,31/12/2020,0,SEAP - 24.0001,07.290.015/0001-80 - EMPÓRIO COMÉRCIO ATACADISTA EIRELE,GÊNEROS ALIMENTÍCIOS / PRESÍDIOS,"37.688,00",4.720 CONTRATOS,"8.597.825.332,62"
0069/2020,24.000.003910.2020,16/12/2020,31/12/2020,0,SEAP - 24.0001,09.428.755/0001-66 - ROGÉRIO DA SILVA ARAÚJO ME,GÊNEROS ALIMENTÍCIOS / PRESÍDIOS,"424.095,00",4.720 CONTRATOS,"8.597.825.332,62"
0070/2020,24.000.003910.2020,16/12/2020,31/12/2020,0,SEAP - 24.0001,30.250.913/0001-27 - JOSÉ FHILLYPE DOS SANTOS BRITO,GÊNEROS ALIMENTÍCIOS / PRESÍDIOS,"459.630,00",4.720 CONTRATOS,"8.597.825.332,62"
0071/2020,24.000.003910.2020,16/12/2020,31/12/2020,0,SEAP - 24.0001,17.020.542/0001-29 - DISTRIBUIDORA BRAZMAC LTDA ,GÊNEROS ALIMENTÍCIOS / PRESÍDIOS,"111.000,01",4.720 CONTRATOS,"8.597.825.332,62"
0073/2020,24.000.004520.2020,16/12/2020,31/12/2020,0,SEAP - 24.0001,07.526.979/0001-85 - RAIMUNDO ADELMAR FONSECA,GÊNEROS ALIMENTÍCIOS / PRESÍDIOS,"581.560,36",4.720 CONTRATOS,"8.597.825.332,62"
0074/2020,24.000.004520.2020,16/12/2020,31/12/2020,0,SEAP - 24.0001,17.020.542/0001-29 - DSITRIBUIDORA BRAZMAC LTDA,GÊNEROS ALIMENTÍCIOS / PRESÍDIOS,"1.690.112,19",4.720 CONTRATOS,"8.597.825.332,62"
0075/2020,24.000.004520.2020,16/12/2020,31/12/2020,0,SEAP - 24.0001,08.370.039/0001-02 - MEGA MASTER COMERCIAL DE ALIMENTOS LTDA,GÊNEROS ALIMENTÍCIOS / PRESÍDIOS,"158.930,36",4.720 CONTRATOS,"8.597.825.332,62"
0076/2020,24.000.004520.2020,16/12/2020,31/12/2020,0,SEAP - 24.0001,29.114.088/0001-54 - HORIZONTE COMÉRCIO EIRELI,GÊNEROS ALIMENTÍCIOS / PRESÍDIOS,"859.422,28",4.720 CONTRATOS,"8.597.825.332,62"
0079/2020,31.205.007203.2020,16/12/2020,16/12/2023,36,SUDEMA - 34.0101,34.028.316/0019-32 - EMPRESA BRASILEIRA DE CORREIOS E TELÉGRAFOS,SERVIÇO POSTAL E TELEMÁTICO,"216.000,00",4.720 CONTRATOS,"8.597.825.332,62"
0113/2020,26.201.009447.2020,15/12/2020,14/12/2025,60,DETRAN - 26.0101,35.809.377/0001-70 - VETERA TECNOLOGIA E SOLUÇÃO LTDA,SERVIÇO ESPECIALIZADO,,4.720 CONTRATOS,"8.597.825.332,62"
0114/2020,26.201.012353.2020,16/12/2020,15/06/2021,6,DETRAN - 26.0101,19.904.909/0001-00 - SPLITART COMÉRCIO E SERVIÇOS DE REFRIGERAÇÃO E CLIMATIZAÇÃO LTDA,SERVIÇO ESPECIALIZADO,"36.260,00",4.720 CONTRATOS,"8.597.825.332,62"
0144/2020,31.202.000653.2020,15/12/2020,11/09/2021,9,SUPLAN - 31.0201,14.977.470/0001-14 - MINDÊLO CONSTRUÇÕES E INCORPORAÇÕES LTDA EPP ,OBRAS,"17.600,00",4.720 CONTRATOS,"8.597.825.332,62"
0145/2020,31.202.001349.2020,15/12/2020,08/06/2022,18,SUPLAN - 31.0201,14.977.470/0001-14 - MINDÊLO CONSTRUÇÕES E INCORPORAÇÕES LTDA EPP,OBRAS,"41.000,00",4.720 CONTRATOS,"8.597.825.332,62"
0147/2020,31.202.003356.2020,16/12/2020,13/08/2021,8,SUPLAN - 31.0201,10.715.077/0001-00 - ARKO CONSTRUÇÕES LTDA,OBRAS,"2.591.534,56",4.720 CONTRATOS,"8.597.825.332,62"
0148/2020,31.202.001417.2020,16/12/2020,11/03/2022,15,SUPLAN - 31.0201,18.502.819/0001-12 - IDEIA PROJETOS E CONSTRUÇÕES LTDA EIRELLI,OBRAS,"1.351.310,25",4.720 CONTRATOS,"8.597.825.332,62"
0149/2020,31.202.000616.2020,16/12/2020,09/07/2022,19,SUPLAN - 31.0201,09.605.291/0001-16 - CBA CONSTRUÇÕES LTDA-EPP,OBRAS,"2.120.603,83",4.720 CONTRATOS,"8.597.825.332,62"
0251/2020,31.206.016376.2020,15/12/2020,14/05/2021,5,CAGEPA - 31.0601,40.765.455/0001-12 - B. D. ENERGIA LTDA - EPP,MÁQUINAS E EQUIPAMENTOS,"280.000,00",4.720 CONTRATOS,"8.597.825.332,62"
0290/2020,31.206.016529.2020,15/12/2020,15/12/2023,36,CAGEPA - 31.0601,35.330.125/0001-64 - SÁ LEITÃO AUDITORES S/S,SERVIÇO ESPECIALIZADO NA ÁREA ADMINISTRATIVA,"333.364,78",4.720 CONTRATOS,"8.597.825.332,62"
0297/2020,31.206.029681.2020,15/12/2020,14/01/2021,1,CAGEPA - 31.0601,11.757.800/0001-78 - ANDRÉA GONÇALVES PEREIRA VILAR - ME ,PATROCÍNIOS,"100.000,00",4.720 CONTRATOS,"8.597.825.332,62"
0600/2020,25.000.1307507.2020,15/12/2020,31/12/2020,0,SES - 25.0001,33.009.945/0002-04 - PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.,MEDICAMENTOS,"49.847,40",4.720 CONTRATOS,"8.597.825.332,62"
0001/2020,19.000.004518.2020,11/12/2020,11/12/2022,24,IPHAEP - 33.0901,08.656.963/0001-50 - CONVÊNIOS CARD ADMINISTRADORA E EDITORA LTDA - ME,SERVIÇOS,"155.400,00",4.720 CONTRATOS,"8.597.825.332,62"
