CtNumero,NU_ProcessoLicitacao,CtVigenciaInicio,CtVigenciaTermino2,Tempo,OrNome,Credor,ObNome,CtValorTotal,Textbox7,CtValorTotal1
0065/2019,22.000.277593.2019,28/12/2019,29/09/2022,33,SEE - 22.0001,12.671.814/0001-37 - UNIVERSIDADE ESTADUAL DA PARAÍBA - UEPB,SERVIÇO ESPECIALIZADO NA ÁREA DE EDUCAÇÃO E CULTURA,"7.182.899,50",4.730 CONTRATOS,"9.425.152.937,90"
0070/2019,30.000.075139.2019R1,27/12/2019,26/12/2020,12,SEAD - 19.0001,839.413.634-68 - DARLOZA FERREIRA BRAGA,LOCAÇÃO DE BENS IMÓVEIS,"29.268,24",4.730 CONTRATOS,"9.425.152.937,90"
0121/2019,,27/12/2019,27/08/2021,20,CAGEPA - 31.0601,25.194.700/0001-95 - CONSTRUTORA TERRA SOL LTDA - ME ,SERVIÇO ESPECIALIZADO NA ÁREA DE ENGENHARIA,"103.000,00",4.730 CONTRATOS,"9.425.152.937,90"
0212/2019,31.206.018421.2019,27/12/2019,24/06/2020,6,CAGEPA - 31.0601,08.862.530/0002-31 - TIGRE MATERIAIS E SOLUÇÕES PARA CONSTRUÇÃO LTDA ,MATERIAL DE USO ESPECÍFICO,"218.649,60",4.730 CONTRATOS,"9.425.152.937,90"
0230/2019,31.206.016759.2019,27/12/2019,26/12/2020,12,CAGEPA - 31.0601,08.862.530/0002-31 - TIGRE MATERIAIS E SOLUÇÕES PARA CONSTRUÇÃO LTDA,MATERIAL DE USO ESPECÍFICO,"3.647.559,12",4.730 CONTRATOS,"9.425.152.937,90"
0235/2019,31.206.040349.2019,27/12/2019,26/06/2020,6,CAGEPA - 31.0601,11.456.144/0001-73 - ALTITUDE COMERCIO DE EQUIPAMENTOS ESPORTIVOS LTDA - EPP,MATERIAL DE USO ESPECÍFICO,"17.499,90",4.730 CONTRATOS,"9.425.152.937,90"
0236/2019,31.206.040349.2019,27/12/2019,24/06/2020,6,CAGEPA - 31.0601,20.050.544/0001-75 - A DA SILVA LIMA COMERCIO DE EQUIPAMENTO EM GERAL - ME,MATERIAL DE USO ESPECÍFICO,"26.116,00",4.730 CONTRATOS,"9.425.152.937,90"
0236/2019,19.000.008723.2019,23/12/2019,31/12/2019,0,SEDH - 27.0001,09.266.128/0001-76 - SOS GÁS LTDA.,GÁS LIQUEFEITO DE PETRÓLEO - GLP,"20.940,00",4.730 CONTRATOS,"9.425.152.937,90"
0239/2019,31.206.014608.2019,27/12/2019,28/07/2023,43,CAGEPA - 31.0601,27.595.780/0001-16 - CS BRASIL FROTAS S.A,LOCAÇÃO DE VEÍCULO UTILITÁRIO,"1.058.713,50",4.730 CONTRATOS,"9.425.152.937,90"
0241/2019,,26/12/2019,26/06/2021,18,CAGEPA - 31.0601,23.572.690/0001-59 - LAPOC ENGENHARIA E PLANEJAMENTO LTDA - EPP,SERVIÇO ESPECIALIZADO NA ÁREA DE ENGENHARIA,"96.978,08",4.730 CONTRATOS,"9.425.152.937,90"
0011/2019,,18/12/2019,17/12/2021,24,DETRAN - 26.0101,09.193.681/0001-26 - INSTITUTO DE METROLOGIA E QUALIDADE INDUSTRIAL DA PARAÍBA - IMEQ/PB,AQUISIÇÃO DE VEÍCULOS,,4.730 CONTRATOS,"9.425.152.937,90"
0017/2019,,19/12/2019,18/12/2024,60,SEAD - 19.0001,08.940.694/0001-59 - PREFEITURA MUNICIPAL DE ITAPORANGA,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.730 CONTRATOS,"9.425.152.937,90"
0021/2019,19.000.026839.2018,19/12/2019,19/12/2022,36,CCG - 09.0001,09.377.459/0001-83 - KAIROS SEGURANÇA LTDA,VIGILÂNCIA DE BENS IMÓVEIS,"614.321,28",4.730 CONTRATOS,"9.425.152.937,90"
0042/2019,19.000.014679.2018,20/12/2019,20/12/2023,48,SUDEMA - 34.0101,25.165.749/0001-10 - NEO CONSULTORIA E ADMINISTRAÇÃO DE BENEFICIOS EIRELI,MANUTENÇÃO E RECUPERAÇÃO,"280.000,00",4.730 CONTRATOS,"9.425.152.937,90"
0048/2019,22.000.075778.2019,17/12/2019,28/06/2020,6,SEE - 22.0001,24.116.337/0001-27 - PAPELARIA E LIVRARIA PEDRO II LTDA,MATERIAL DE CONSUMO,"558.664,00",4.730 CONTRATOS,"9.425.152.937,90"
0055/2019,34.204.852019.2019,18/12/2019,18/12/2021,24,PBGÁS - 34.0401,02.284.525/0001-21 - LEWA BOMBAS LTDA,OUTROS EVENTOS,"269.770,31",4.730 CONTRATOS,"9.425.152.937,90"
0060/2019,,20/12/2019,20/12/2020,12,SEE - 22.0001,06.020.318/0001-10 - MAN LATIN AMERICA INDÚSTRIA E COMÉRCIO DE VEÍCULOS LTDA,AQUISIÇÃO DE VEÍCULOS,"18.478.050,00",4.730 CONTRATOS,"9.425.152.937,90"
0071/2019,19.000.000318.2019,19/12/2019,18/12/2023,48,SEAD - 19.0001,07.990.965/0001-18 - ÁGAPE CONSTRUÇÕES E SERVIÇOS LTDA,SERVIÇO ESPECIALIZADO,"5.253.329,51",4.730 CONTRATOS,"9.425.152.937,90"
0076/2019,,18/12/2019,18/12/2020,12,SUDEMA - 34.0101,056.687.534-92 - RAPHAEL ARAUJO SILVA DA NOBREGA,CESSÃO DE ESTÁGIO CURRICULAR,"8.136,00",4.730 CONTRATOS,"9.425.152.937,90"
0085/2019,31.205.006128.2019,20/12/2019,20/12/2023,48,SUDEMA - 34.0101,768.815.554-15 - MARCIA CRISTINA BARBOSA DUTRA ONIAS ALVES,LOCAÇÃO DE BENS IMÓVEIS,"131.141,40",4.730 CONTRATOS,"9.425.152.937,90"
0086/2019,,20/12/2019,20/12/2020,12,SUDEMA - 34.0101,702.629.474-12 - LUCAS ARAUJO TRAJANO SILVA,CESSÃO DE ESTÁGIO CURRICULAR,"8.136,00",4.730 CONTRATOS,"9.425.152.937,90"
0101/2019,31.202.001712.2019,18/12/2019,13/11/2020,11,SUPLAN - 31.0201,08.792.356/0001-17 - INSTEC - INSTALAÇÕES TÉCNICA LTDA - ME,OBRAS,"625.708,51",4.730 CONTRATOS,"9.425.152.937,90"
0164/2019,27.000.001602.2019,18/12/2019,20/12/2021,24,SEDH - 27.0001,25.157.541/0001-59 - EBS CONSTRUÇÕES E SERVIÇOS EIRELI,OBRAS,"409.277,69",4.730 CONTRATOS,"9.425.152.937,90"
0229/2019,31.206.016759.2019,18/12/2019,17/12/2020,12,CAGEPA - 31.0601,08.984.318/0001-66 - COOR PLASTIK NORDESTE INDUSTRIAL LTDA ,MATERIAL DE USO ESPECÍFICO,"725.900,00",4.730 CONTRATOS,"9.425.152.937,90"
0233/2019,27.000.004855.2019,20/12/2019,21/06/2020,6,SEDH - 27.0001,20.298.792/0001-30 - MULTI CONSTRUÇÕES EIRELI - EPP,MANUTENÇÃO E RECUPERAÇÃO,"65.262,66",4.730 CONTRATOS,"9.425.152.937,90"
0233/2019,31.206.040349.2019,18/12/2019,15/06/2020,6,CAGEPA - 31.0601,11.358.671/0001-45 - GRANFER - IMPORTADORA E DISTRIBUIDORA DE FERRAGENS LTDA ,MATERIAL DE USO ESPECÍFICO,"159.249,96",4.730 CONTRATOS,"9.425.152.937,90"
0703/2019,25.000.2207586.2019,19/12/2019,31/12/2019,0,SES - 25.0001,51.780.468/0002-68 - JANSSEN-CILAG FARMACEUTICA LTDA,MEDICAMENTOS,"23.635,62",4.730 CONTRATOS,"9.425.152.937,90"
0704/2019,25.000.2009611.2019,19/12/2019,31/12/2019,0,SES - 25.0001,56.994.502/0026-98 - NOVARTIS BIOCIENCIAS S/A,MEDICAMENTOS,"121.954,32",4.730 CONTRATOS,"9.425.152.937,90"
0705/2019,25.000.1909575.2019,20/12/2019,31/12/2019,0,SES - 25.0001,11.563.145/0001-17 - COMERCIAL MOSTAERT LTDA,MEDICAMENTOS,"117.189,45",4.730 CONTRATOS,"9.425.152.937,90"
0706/2019,25.000.2009601.2019,18/12/2019,31/12/2019,0,SES - 25.0001,09.053.134/0001-45 - ELFA MEDICAMENTOS,MEDICAMENTOS,"40.344,00",4.730 CONTRATOS,"9.425.152.937,90"
0002/2019,26.201.007291.2019,16/12/2019,15/12/2023,48,DETRAN - 26.0101,09.366.790/0001-06 - EPC- EMPRESA PARAIBANA DE COMUNICAÇÃO,SERVIÇO ESPECIALIZADO,"1.248.000,00",4.730 CONTRATOS,"9.425.152.937,90"
0008/2019,,16/12/2019,16/12/2023,48,SEPLAG - 37.0001,"40.938.508/0001-50 - MAQ-LAREN MÁQUINA, MÓVEIS E EQUIPAMENTOS LTDA",LOCAÇÃO DE MÁQUINAS E EQUIPAMENTOS,"82.944,00",4.730 CONTRATOS,"9.425.152.937,90"
0040/2019,,13/12/2019,13/12/2021,24,SEMDH - 10.0001,40.938.508/0001-50 - MAQ-LAREM MÁQUINAS MÓVEIS E EQUIPAMENTOS LTDA,LOCAÇÃO DE MÁQUINAS E EQUIPAMENTOS,"14.976,00",4.730 CONTRATOS,"9.425.152.937,90"
0059/2019,,16/12/2019,31/12/2019,0,SEDS - 26.0001,12.135.561/0001-87 - IRADY VALENCA DE SANTANA EIRELI,SERVIÇO ESPECIALIZADO NA ÁREA DE SEGURANÇA,"92.990,87",4.730 CONTRATOS,"9.425.152.937,90"
0123/2019,27.000.004096.2017,13/12/2019,31/03/2020,3,SEDH - 27.0001,18.472.961/0001-64 - MASTER COMÉRCIO DE EQUIPAMENTOS EIRELI EPP,MATERIAL PERMANENTE,"287.632,15",4.730 CONTRATOS,"9.425.152.937,90"
0144/2019,19.000.030732.2019,17/12/2019,31/12/2019,0,SEAP - 24.0001,08.963.146/0001-44 - VERALUCIA ROCHA LIRA ELIAS,FORNECIMENTO E MANUTENÇÃO DE ÁGUA,"570.000,00",4.730 CONTRATOS,"9.425.152.937,90"
0227/2019,,16/12/2019,15/10/2022,34,CAGEPA - 31.0601,32.892.707/0001-46 - ROQUE CONSTRUÇÕES E SERVIÇOS EIRELI - EPP ,SERVIÇO ESPECIALIZADO NA ÁREA DE ENGENHARIA,"922.731,24",4.730 CONTRATOS,"9.425.152.937,90"
0230/2019,27.000.005039.2019,13/12/2019,13/06/2020,6,SEDH - 27.0001,17.766.115/0001-94 - BELAR FORMA CONSTRUÇÕES E SERVIÇOS LTDA.,MANUTENÇÃO E RECUPERAÇÃO,"73.288,83",4.730 CONTRATOS,"9.425.152.937,90"
0687/2019,19.000.027177.2019,13/12/2019,31/12/2019,0,SES - 25.0001,49.601.107/0001-84 - FRESENIUS HEMOCARE BRASIL LTDA,MATERIAL DA ÁREA DE SAÚDE,"237.500,00",4.730 CONTRATOS,"9.425.152.937,90"
0688/2019,25.000.909594.2019,13/12/2019,31/12/2019,0,SES - 25.0001,51.780.468/0002-68 - JANSSEN-CILAG FARMACEUTICA LTDA,MEDICAMENTOS,"60.267,78",4.730 CONTRATOS,"9.425.152.937,90"
0691/2019,25.000.310513.2019,13/12/2019,31/12/2019,0,SES - 25.0001,11.563.145/0001-17 - COMERCIAL MOSTAERT LIMITADA,MEDICAMENTOS,"73.040,00",4.730 CONTRATOS,"9.425.152.937,90"
0693/2019,25.000.1909574.2019,13/12/2019,31/12/2019,0,SES - 25.0001,06.948.769/0001-12 - TECNOCENTER MATERIAIS MEDICOS HOSPILARES LTDA,GÊNEROS ALIMENTÍCIOS,"22.230,00",4.730 CONTRATOS,"9.425.152.937,90"
0694/2019,25.000.608525.2019,13/12/2019,10/06/2020,6,SES - 25.0001,43.894.609/0001-64 - POLICE IMOPRTAÇÃO E COMÉRCIO LTDA,SERVIÇO MÉDICO,"93.489,00",4.730 CONTRATOS,"9.425.152.937,90"
0695/2019,19.000.030687.2019,16/12/2019,31/12/2019,0,SES - 25.0001,60.318.797/0001-00 - ASTRAZENECA DO BRASIL LTDA,MEDICAMENTOS,"429.265,50",4.730 CONTRATOS,"9.425.152.937,90"
0698/2019,19.000.030687.2019,17/12/2019,31/12/2019,0,SES - 25.0001,51.780.468/0002-68 - JANSSEN-CILAG FARMACEUTICOA LTDA,MEDICAMENTOS,"52.980,00",4.730 CONTRATOS,"9.425.152.937,90"
0699/2019,19.000.030687.2019,17/12/2019,31/12/2019,0,SES - 25.0001,04.307.650/0012-98 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLÓGICOS LTDA,MEDICAMENTOS,"245.322,00",4.730 CONTRATOS,"9.425.152.937,90"
0700/2019,25.000.1909585.2019,17/12/2019,31/12/2019,0,SES - 25.0001,08.778.268/0001-60 - JANSSEN-CILAG FARMACEUTICA LTDA,MEDICAMENTOS,"229.702,40",4.730 CONTRATOS,"9.425.152.937,90"
0701/2019,25.000.2410597.2019,17/12/2019,31/12/2019,0,SES - 25.0001,11.311.279/0001-40 - EUNICE MARIA GONÇALVES DE OLIVEIRA EPP,MATERIAL DE USO ESPECÍFICO,"49.899,00",4.730 CONTRATOS,"9.425.152.937,90"
0702/2019,19.000.005308.2019,17/12/2019,31/12/2019,0,SES - 25.0001,49.601.107/0001-84 - FRESENIUS HEMOCARE BRASIL LTDA,MATERIAL DA ÁREA DE SAÚDE,"1.771.047,00",4.730 CONTRATOS,"9.425.152.937,90"
0942/2019,22.204.006601.2019,16/12/2019,16/12/2022,36,UEPB - 35.0401,32.007.354/0001-54 - ANDRE R CHAVES ELEVADORES,SERVIÇO ESPECIALIZADO,"26.400,00",4.730 CONTRATOS,"9.425.152.937,90"
0005/2019,,11/12/2019,31/12/2019,0,PROCON - 09.0301,11.232.573/0001-67 - ARQMAX EQUIPAMENTOS PARA ESCRITÓRIO LTDA,AQUISIÇÃO DE BENS MÓVEIS,"206.664,00",4.730 CONTRATOS,"9.425.152.937,90"
0006/2019,19.000.000318.2019,11/12/2019,09/03/2020,3,SETDE - 21.0001,07.990.965/0001-18 - AGAPE CONSTRUÇÕES E SERVIÇOS LTDA,SERVIÇO DE LIMPEZA E CONSERVAÇÃO,"29.621,80",4.730 CONTRATOS,"9.425.152.937,90"
0006/2019,09.103.000024.2019,11/12/2019,11/12/2023,48,CM - 09.0003,61.074.175/0001-38 - MAPFRE SEGUROS GERAIS S.A.,SEGURO EM GERAL,"832.000,00",4.730 CONTRATOS,"9.425.152.937,90"
0007/2019,09.103.000024.2019,11/12/2019,11/12/2023,48,CM - 09.0003,61.074.175/0001-38 - MAPFRE SEGUROS GERAIS S.A.,SEGURO EM GERAL,"392.000,00",4.730 CONTRATOS,"9.425.152.937,90"
0016/2019,,12/12/2019,11/12/2024,60,SEAD - 19.0001,08.943.227/0001-82 - PREFEITURA MUNICIPAL DE CONCEIÇÃO,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,4.730 CONTRATOS,"9.425.152.937,90"
0018/2019,,12/12/2019,31/12/2019,0,SEJEL - 07.0001,35.636.034/0001-51 - DISTAK AGENCIA DE VIAGENS E TURISMO LTDA,OUTROS SERVIÇOS ESPECIALIZADOS,"180.000,00",4.730 CONTRATOS,"9.425.152.937,90"
0023/2019,,12/12/2019,31/12/2019,0,IHGER - 15.0101,05.209.279/0001-31 - CONFIANCE MEDICAL PRODUTOS MÉDICOS S.A.,AQUISIÇÃO DE EQUIPAMENTOS HOSPITALARES,"217.960,00",4.730 CONTRATOS,"9.425.152.937,90"
0047/2019,19.000.027204.2018,12/12/2019,31/12/2019,0,SEMDH - 10.0001,17.020.542/0001-29 - DISTRIBUIDORA BRAZMAC LTDA,GÊNEROS ALIMENTÍCIOS,"6.724,50",4.730 CONTRATOS,"9.425.152.937,90"
0047/2019,,11/12/2019,31/12/2019,0,FUNESBOM - 57.0001 ,09.813.581/0001-55 - FORMA OFFICE COMÉRCIO DE MÓVEIS E INTERIORES LTDA,MATERIAL DE ESCRITÓRIO,"86.376,00",4.730 CONTRATOS,"9.425.152.937,90"
0048/2019,,11/12/2019,31/12/2019,0,FUNESBOM - 57.0001 ,26.365.896/0001-04 - FORMA STYLE SEATING ERGONOMIC LTDA,MATERIAL DE ESCRITÓRIO,"79.780,00",4.730 CONTRATOS,"9.425.152.937,90"
0050/2019,190000018302019,12/12/2019,31/12/2019,0,FUNESBOM - 57.0001 ,02.228.279/0001-90 - TRG FITNESS LTDA,MATERIAL PERMANENTE,"38.700,00",4.730 CONTRATOS,"9.425.152.937,90"
0053/2019,19.000.002959.2019,12/12/2019,31/12/2019,0,FUNESBOM - 57.0001 ,12.040.718/0001-90 - GRADUAL COMERCIO E SERVICOS,MATERIAL DE CONSUMO,"67.630,00",4.730 CONTRATOS,"9.425.152.937,90"
0067/2019,19.000.010510.2018,12/12/2019,31/12/2019,0,FUNESBOM - 57.0001 ,15.453.449/0001-82 - RESGATECNICA COMERCIO DE EQUIPAMENTOS DE RESGATE LTDA - ME,EQUIPAMENTOS,"652.500,00",4.730 CONTRATOS,"9.425.152.937,90"
0068/2019,,12/12/2019,12/12/2020,12,SUDEMA - 34.0101,116.365.404-30 - CLARA LEAL DANTAS,CESSÃO DE ESTÁGIO CURRICULAR,"8.136,00",4.730 CONTRATOS,"9.425.152.937,90"
0068/2019,,12/12/2019,31/12/2019,0,FUNESBOM - 57.0001 ,04.044.223/0001-01 - ÉRIX TÊXTIL E EQUIPAMENTOS EIRELI EPP,MATERIAL DE CONSUMO,"53.000,00",4.730 CONTRATOS,"9.425.152.937,90"
0077/2019,,12/12/2019,12/12/2020,12,SUDEMA - 34.0101,109.578.964-33 - ERICA GUILHERMINA ARAUJO CAETANO,CESSÃO DE ESTÁGIO CURRICULAR,"8.136,00",4.730 CONTRATOS,"9.425.152.937,90"
0087/2019,19.000.038738.2019,12/12/2019,31/12/2019,0,PM/PB - 15.0001,13.344.533/0001-32 - BRUNO BARBOSA DE SOUZA EIRELI,MATERIAL DE CONSUMO,"16.300,00",4.730 CONTRATOS,"9.425.152.937,90"
0145/2019,19.000.014070.2018,11/12/2019,31/12/2019,0,SEAP - 24.0001,19.253.218/0001-86 - SANTA MARIA COMERCIO DE ALIMENTOS LTDA ME,GÊNEROS ALIMENTÍCIOS / PRESÍDIOS,"464.640,00",4.730 CONTRATOS,"9.425.152.937,90"
0231/2019,,12/12/2019,09/02/2021,14,CAGEPA - 31.0601,29.655.260/0001-87 - OLIVEIRA E TOSCANO CONSTRUÇÕES LTDA,SERVIÇO ESPECIALIZADO NA ÁREA DE ENGENHARIA,"505.258,04",4.730 CONTRATOS,"9.425.152.937,90"
0648/2019,25.000.2808544.2019,12/12/2019,31/12/2019,0,SES - 25.0001,02.393.076/0001-50 - UNIMIX - ELAINE GOMES GALVÃO EPP,MATERIAL DE USO ESPECÍFICO,"8.260,00",4.730 CONTRATOS,"9.425.152.937,90"
0015/2019,,10/12/2019,09/12/2024,60,SEAD - 19.0001,08.996.886/0001-87 - PREFEITURA MUNICIPAL DE JUAZEIRINHO - PB,CESSÃO E CONCESSÃO,,4.730 CONTRATOS,"9.425.152.937,90"
0028/2019,32.901.900038.2019,10/12/2019,31/12/2019,0,SEDAP - 32.0001,06.049.929/0001-91 - ATACADÃO DO CRIADOR - COMÉRCIO INDUSTRIA AGROPECUARIA E TRANSPORTES LTDA,"SEMENTES, MUDAS E PLANTAS","350.000,00",4.730 CONTRATOS,"9.425.152.937,90"
0029/2019,32.901.900038.2019,10/12/2019,31/12/2019,0,SEDAP - 32.0001,24.336.325/0001-08 - GIOVANNA M. C. B. DI SALVO,"SEMENTES, MUDAS E PLANTAS","656.500,00",4.730 CONTRATOS,"9.425.152.937,90"
0030/2019,32.901.900038.2019,10/12/2019,31/12/2019,0,SEDAP - 32.0001,04.207.672/0007-19 - SANTANA AGROINDUSTRIAL LTDA,"SEMENTES, MUDAS E PLANTAS","1.442.950,00",4.730 CONTRATOS,"9.425.152.937,90"
0031/2019,32.901.900038.2019,10/12/2019,31/12/2019,0,SEDAP - 32.0001,13.530.377/0001-02 - B&G COMÉRCIO E SERVIÇOS LTDA ME,"SEMENTES, MUDAS E PLANTAS","933.850,00",4.730 CONTRATOS,"9.425.152.937,90"
0032/2019,32.901.900038.2019,10/12/2019,31/12/2019,0,SEDAP - 32.0001,09.141.358/0002-90 - SEMENTES AGROPECUÁRIA DE OURO LTDA ME,"SEMENTES, MUDAS E PLANTAS","601.200,00",4.730 CONTRATOS,"9.425.152.937,90"
0086/2019,19.000.033787.2019,10/12/2019,31/12/2019,0,PM/PB - 15.0001,05.672.519/0001-30 - PADARIA PONTES LTDA - ME,GÊNEROS ALIMENTÍCIOS,"69.998,45",4.730 CONTRATOS,"9.425.152.937,90"
0140/2019,19.000.014070.2018,10/12/2019,31/12/2019,0,SEAP - 24.0001,17.020.542/0001-29 - DISTRIBUIDORA BRAZMAC LTDA ,GÊNEROS ALIMENTÍCIOS / PRESÍDIOS,"1.022.517,20",4.730 CONTRATOS,"9.425.152.937,90"
0217/2019,31.206.025678.2019,10/12/2019,03/02/2021,14,CAGEPA - 31.0601,17.870.749/0001-92 - CT INDUSTRIA E COMERCIO DE MATERIAIS PLASTICOS EIRELI - EPP,MATERIAL DE USO ESPECÍFICO,"142.200,00",4.730 CONTRATOS,"9.425.152.937,90"
0228/2019,27.000.001817.2019,10/12/2019,31/12/2019,0,SEDH - 27.0001,05.626.958/0001-06 - VISUAL INDÚSTRIA E COMÉRCIO DE LONAS EIRELI,MATERIAL PERMANENTE,"34.070,00",4.730 CONTRATOS,"9.425.152.937,90"
0669/2019,25.000.1907524.2019,10/12/2019,31/12/2019,0,SES - 25.0001,33.009.945/0002-04 - PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S/A ,MEDICAMENTOS,"88.283,00",4.730 CONTRATOS,"9.425.152.937,90"
0673/2019,25.000.2208533.2019,10/12/2019,31/12/2019,0,SES - 25.0001,09.053.134/0001-45 - ELFA MEDICAMENTOS SA,MEDICAMENTOS,"40.815,39",4.730 CONTRATOS,"9.425.152.937,90"
0676/2019,19.000.030687.2019,11/12/2019,31/12/2019,0,SES - 25.0001,44.734.671/0001-51 - CRISTÁLIA PRODUTOS QUIMICOS E FARMACEUTICOS LTDA,MEDICAMENTOS,"68.400,00",4.730 CONTRATOS,"9.425.152.937,90"
0677/2019,25.000.409578.2019,11/12/2019,31/12/2019,0,SES - 25.0001,60.318.797/0001-00 - ASTRAZENECA DO BRASIL LTDA,MEDICAMENTOS,"146.829,60",4.730 CONTRATOS,"9.425.152.937,90"
0678/2019,19.000.030687.2019,11/12/2019,31/12/2019,0,SES - 25.0001,60.318.797/0001-00 - ASTRAZENECA DO BRASIL LTDA,MEDICAMENTOS,"109.299,44",4.730 CONTRATOS,"9.425.152.937,90"
0680/2019,19.000.030687.2019,11/12/2019,31/12/2019,0,SES - 25.0001,08.719.794/0001-50 - CENTRAL DISTRIBUIDORA DE MEDICAMENTOS LTDA,MEDICAMENTOS,"1.160.000,00",4.730 CONTRATOS,"9.425.152.937,90"
0681/2019,25.000.410523.2019,11/12/2019,31/12/2019,0,SES - 25.0001,06.948.769/0001-12 - TECNOCENTER MATERIAIS MÉDICOS HOSPITALARES LTDA,MEDICAMENTOS,"21.150,00",4.730 CONTRATOS,"9.425.152.937,90"
0682/2019,19.000.016134.2018,11/12/2019,31/12/2019,0,SES - 25.0001,26.156.923/0001-20 - EXPRESS DISTRIBUIDORA DE MEDICAMENTOS LTDA ME,MATERIAL MÉDICO-HOSPITALAR,"35.567,00",4.730 CONTRATOS,"9.425.152.937,90"
0683/2019,25.000.2009608.2019,11/12/2019,31/12/2019,0,SES - 25.0001,56.994.502/0027-79 - NOVARTIS BIOCIÊNCIAS S/A,MEDICAMENTOS,"32.227,32",4.730 CONTRATOS,"9.425.152.937,90"
0684/2019,19.000.028909.2018,11/12/2019,12/12/2022,36,SES - 25.0001,05.340.639/0001-30 - PRIME CONSULTORIA E ASSESSORIA EMPRESARIAL LTDA,SERVIÇOS,"1.151.045,00",4.730 CONTRATOS,"9.425.152.937,90"
0005/2019,21.201.000.316.2019,05/12/2019,06/03/2021,15,CINEP - 21.0101,10.446.347/0001-16 - FORÇA ALERTA SEGURANÇA E VIGILÂNCIA PATRIMONIAL LTDA,SERVIÇO ESPECIALIZADO NA ÁREA DE SEGURANÇA,"38.765,40",4.730 CONTRATOS,"9.425.152.937,90"
0005/2019,19.000.029838.2019,05/12/2019,05/12/2023,48,SEAFDS - 16.0001,00.604.122/0001-97 - TRIVALE ADMINISTRAÇÃO LTDA,SERVIÇOS,"72.600,00",4.730 CONTRATOS,"9.425.152.937,90"
0011/2019,28.000.000142.2019,05/12/2019,31/12/2019,0,PCOOPERAR - 28.0001,10.673.625/0001-78 - C2 COMÉRCIO DE MERCADORIAS E SERVIÇOS,MATERIAL DE USO COMUM,"54.070,00",4.730 CONTRATOS,"9.425.152.937,90"
