﻿Licitacoes2019
Nº da Licitação;Modalidade;Situação;Órgão;Tipo;Objeto;Edital;Total Proposto;Total Homologado;
"293/2019";"PREGÃO";"DIVULGADO";"COMPANHIA DE SANEAMENTO AMBIENTAL DO DF CAESB";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MATERIAIS PLÁSTICOS, RÍGIDOS E FLEXÍVEIS, PARA REDES DE ÁGUA E ESGOTO, PEAD, (LUVA CORRER PVC RÍGIDO, TUBO PVC RÍGIDO PB JUNTA SOLDÁVEL, JOELHO, CAP E OUTROS).";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974200&modprp=5&numprp=2932019";14.280.352,36;77.525,22;
"292/2019";"PREGÃO";"DIVULGADO";"COMPANHIA DE SANEAMENTO AMBIENTAL DO DF CAESB";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  REGISTRO DE PREÇOS PARA AQUISIÇÃO DE VÁLVULAS EM FERRO FUNDIDO (VÁLVULAS BORBOLETA, VÁLVULAS CONTROLADORAS DE PRESSÃO, VÁLVULAS DE GAVETA DÚCTIL, DENTRE OUTRAS).";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974200&modprp=5&numprp=2922019";978.206,22;817.813,33;
"288/2019";"PREGÃO";"DIVULGADO";"COMPANHIA DE SANEAMENTO AMBIENTAL DO DF CAESB";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MATERIAIS PLÁSTICOS, RÍGIDOS E FLEXÍVEIS, PARA REDES DE ESGOTO, PEAD (TUBO PEAD PE 100 DE 225MM, TUBO PEAD PE 100 DE 180MM E TUBO PEAD PE 100 DE 280MM).";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974200&modprp=5&numprp=2882019";220.376,04;179.728,56;
"286/2019";"PREGÃO";"DIVULGADO";"COMPANHIA DE SANEAMENTO AMBIENTAL DO DF CAESB";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  REGISTRO DE PREÇOS PARA AQUISIÇÃO DE TUBOS DE PVC PARA OBRAS DE ESGOTO NO SETOR HABITACIONAL SOL NASCENTE, BRASÍLIA-DF (TUBO PVC COLETOR ESGOTO).";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974200&modprp=5&numprp=2862019";63.360,00;43.418,88;
"285/2019";"PREGÃO";"DIVULGADO";"COMPANHIA DE SANEAMENTO AMBIENTAL DO DF CAESB";"SERVIÇO";"OBJETO: PREGÃO ELETRÔNICO -  SERVIÇO DE EXECUÇÃO DO SISTEMA DE BOMBEAMENTO SIMPLIFICADO DE ESGOTO BRUTO DA UNIDADE DE GERENCIAMENTO DE LODO (UGL), A SER IMPLANTADA NA ESTAÇÃO DE TRATAMENTO DE ESGOTOS MELCHIOR (ETE.MCL.001), EM SAMAMBAIA, NO DISTRITO FEDERAL, EM REGIME DE  TURN KEY .";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974200&modprp=5&numprp=2852019";2.934.000,00;2.890.000,00;
"284/2019";"PREGÃO";"DIVULGADO";"COMPANHIA DE SANEAMENTO AMBIENTAL DO DF CAESB";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  REGISTRO DE PREÇOS PARA AQUISIÇÃO DE PEÇAS E ACESSÓRIOS ORIGINAIS PARA REPOSIÇÃO EM EQUIPAMENTOS HIGRA (AERADORES, BOMBAS, MISTURADORES, DENTRE OUTROS).";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974200&modprp=5&numprp=2842019";3.024.446,25;3.004.019,76;
"283/2019";"PREGÃO";"DIVULGADO";"COMPANHIA DE SANEAMENTO AMBIENTAL DO DF CAESB";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  REGISTRO DE PREÇOS PARA AQUISIÇÃO DE FERRAGENS, ABRASIVOS E MATERIAIS PARA VEDAÇÃO (ABRAÇADEIRAS, BUCHAS, CHUMBADORES, DISCOS, PLACAS, DENTRE OUTROS).";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974200&modprp=5&numprp=2832019";30.300.490,00;116.877,27;
"282/2019";"PREGÃO";"DIVULGADO";"COMPANHIA DE SANEAMENTO AMBIENTAL DO DF CAESB";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO DE 2 (DOIS) RESERVATÓRIOS HIDROPNEUMÁTICOS (RHO), INCLUINDO A IMPLANTAÇÃO DA BASE DE APOIO, MONTAGEM, INSTALAÇÃO, COMISSIONAMENTO E START-UP, A SEREM INSTALADOS NA ÁREA DA ELEVATÓRIA DE ÁGUA TRATADA LOCALIZADA NO LAGO NORTE, EM BRASÍLIA/DF.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974200&modprp=5&numprp=2822019";1.100.000,00;614.900,00;
"281/2019";"PREGÃO";"DIVULGADO";"COMPANHIA DE SANEAMENTO AMBIENTAL DO DF CAESB";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  REGISTRO DE PREÇOS PARA AQUISIÇÃO DE CABOS ELÉTRICOS (CABO DE COBRE 35 MM CLASSE DE ENCORDOAMENTO: CLASSE 5 TENSÃO NOMINAL/OPERAÇÃO: 0,6/1 KV (UO/U), CABO DE COBRE NU 35 MM CLASSE DE ENCORDOAMENTO: CLASSE 2 A FORMAÇÃO: 7/2,5 (FIOS/MM) , E OUTROS).";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974200&modprp=5&numprp=2812019";726.794,00;641.191,00;
"280/2019";"PREGÃO";"EVENTO DE ADIAMENTO DIVULGADO";"COMPANHIA DE SANEAMENTO AMBIENTAL DO DF CAESB";"SERVIÇO";"OBJETO: PREGÃO ELETRÔNICO -  CONTRATAÇÃO DE SERVIÇO DE AGENTE DE INTEGRAÇÃO, PÚBLICO OU PRIVADO, PARA AUXILIAR NA GESTÃO DO PROGRAMA DE ESTÁGIO DE FORMAÇÃO PROFISSIONAL DA CAESB, QUE CONCEDE VAGAS DE ESTÁGIO PROFISSIONAL NÃO OBRIGATÓRIO PARA ESTUDANTES DE CURSOS DE NÍVEL SUPERIOR DE INSTITUIÇÕES PÚBLICAS OU PRIVADAS E DE CURSOS DE NÍVEL MÉDIO/TÉCNICO DA REDE PÚBLICA DE ENSINO, EXCLUSIVAMENTE.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974200&modprp=5&numprp=2802019";5.539.651,20;4.996.212,48;
"279/2019";"PREGÃO";"DIVULGADO";"COMPANHIA DE SANEAMENTO AMBIENTAL DO DF CAESB";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MATERIAIS EM AÇO PARA ADUTORAS DE REDES DE ÁGUA (ABRAÇADEIRAS, BARRAS, BUCHAS, CRUZETAS, FLANGES, JUNTAS, TOCOS, DENTRE OUTROS).";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974200&modprp=5&numprp=2792019";260.213,60;147.328,67;
"278/2019";"PREGÃO";"DIVULGADO";"COMPANHIA DE SANEAMENTO AMBIENTAL DO DF CAESB";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MATERIAIS DE CONCRETO ARMADO PARA REDES DE ÁGUA E DE ESGOTO (ADUELA EM CONCRETO SIMPLES, POSTE EM CONCRETO ARMADO, TAMPA CA PARA CX. REGISTRO PASSEIO E OUTROS).";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974200&modprp=5&numprp=2782019";639.823,80;569.563,24;
"277/2019";"PREGÃO";"DIVULGADO";"COMPANHIA DE SANEAMENTO AMBIENTAL DO DF CAESB";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MATERIAIS PLÁSTICOS, RÍGIDOS E FLEXÍVEIS, PARA REDES DE ÁGUA, PVC, (TUBO COLETOR ESGOTO, TUBO RÍGIDO, LUVA DE CORRER, JOELHO E OUTROS).";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974200&modprp=5&numprp=2772019";5.878.567,05;637.587,02;
"276/2019";"PREGÃO";"DIVULGADO";"COMPANHIA DE SANEAMENTO AMBIENTAL DO DF CAESB";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MATERIAIS DE FERRO GALVANIZADO (TUBO DE FERRO GALVANIZADO DR 2, TUBO DE FERRO GALVANIZADO DR 1 ¿, E OUTROS).";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974200&modprp=5&numprp=2762019";3.257.220,58;246.102,30;
"275/2019";"PREGÃO";"DIVULGADO";"COMPANHIA DE SANEAMENTO AMBIENTAL DO DF CAESB";"SERVIÇO";"OBJETO: PREGÃO ELETRÔNICO -  CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS CONTINUADOS DE RENOVAÇÃO DE SUPORTE, GARANTIAS E LICENÇAS DE USO DA SOLUÇÃO REDUNDANTE DE BALANCEAMENTO DA F5 NETWORKS, DA SOLUÇÃO DE FIREWALL DE PRÓXIMA GERAÇÃO DA CHECKPOINT, DA SOLUÇÃO DE VIRTUALIZAÇÃO VMWARE E DA SOLUÇÃO DE MONITORAMENTO DE BANCOS DE DADOS SOLARWINDS DATABASE PERFORMANCE ANALYZER ATUALMENTE UTILIZADOS NO PARQUE COMPUTACIONAL DA COMPANHIA DE SANEAMENTO AMBIENTAL DO DISTRITO FEDERAL";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974200&modprp=5&numprp=2752019";4.401.511,97;2.236.838,74;
"274/2019";"PREGÃO";"EVENTO DE REABERTURA DE PRAZO DIVULGADO";"COMPANHIA DE SANEAMENTO AMBIENTAL DO DF CAESB";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  REGISTRO DE PREÇOS PARA AQUISIÇÃO DE ELEMENTOS FILTRANTES PARA USO EM LABORATÓRIO (CONJUNTO DE DESINFECÇÃO PARA PURIFICADOR DE ÁGUA ELGA PURELAB FLEX, LÂMPADA UV PARA PURIFICADOR DE ÁGUA ELGA PURELAB FLEX, MEMBRANAS OSMOSE REVERSA PARA PURIFICADOR ÁGUA OSMOSE REVERSA GEHAKA E OUTROS).";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974200&modprp=5&numprp=2742019";23.860,70;17.597,51;
"273/2019";"PREGÃO";"DIVULGADO";"COMPANHIA DE SANEAMENTO AMBIENTAL DO DF CAESB";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  REGISTRO DE PREÇOS PARA A AQUISIÇÃO DE ARTIGOS PARA USO EM LABORATÓRIO, CONSUMÍVEIS PARA CROMATOGRAFIA GASOSA, ESPECTRÔMETRO DE EMISSÃO ATÔMICA, ANALISADOR DE CARBONO NITROGÊNIO (CARTUCHO SPE FASE C18, TUBO DE COMBUSTÃO QUARTZO 16 MM, CÂMARA DE NEBULIZAÇÃO CICLÔNICA, FILAMENTO DUPLO PARA IMPACTO DE ELÉTRONS, SEPTO PTFE/SILICONE BRANCO 22 MM E OUTROS).";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974200&modprp=5&numprp=2732019";98.185,00;35.423,00;
"272/2019";"PREGÃO";"DIVULGADO";"COMPANHIA DE SANEAMENTO AMBIENTAL DO DF CAESB";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MATERIAIS ERGONÔMICOS (SUPORTE PARA DOCUMENTO, SUPORTE PARA MONITOR COM VARIAÇÃO DE ALTURA, APOIO PARA OS PÉS COM REGULAGEM DE ALTURA, APOIO DE PUNHO DUAS ALTURAS TIPO MOUSEPAD E OUTROS).";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974200&modprp=5&numprp=2722019";35.040,00;31.839,60;
"271/2019";"PREGÃO";"DIVULGADO";"COMPANHIA DE SANEAMENTO AMBIENTAL DO DF CAESB";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO DE EQUIPAMENTO DE PROTEÇÃO RESPIRATÓRIA POR ADUÇÃO DE AR DO TIPO MÁSCARA AUTÔNOMA DE CIRCUITO ABERTO E ABRIGO PARA GUARDA DE EQUIPAMENTO AUTÔNOMO DE PROTEÇÃO RESPIRATÓRIA.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974200&modprp=5&numprp=2712019";188.241,10;107.424,52;
"270/2019";"PREGÃO";"DIVULGADO";"COMPANHIA DE SANEAMENTO AMBIENTAL DO DF CAESB";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  REGISTRO DE PREÇOS PARA AQUISIÇÃO DE REAGENTES PARA LABORATÓRIO (PADRÃO DE BÁRIO, PADRÃO DE ATENOLOL, PADRÃO DE BENTAZONA, PADRÃO DE CAFEÍNA, DENTRE OUTROS).";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974200&modprp=5&numprp=2702019";13.548,00;12.922,40;
"269/2019";"PREGÃO";"DIVULGADO";"COMPANHIA DE SANEAMENTO AMBIENTAL DO DF CAESB";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  REGISTRO DE PREÇOS PARA AQUISIÇÃO DE BARRILHA LEVE - CARBONATO DE SÓDIO.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974200&modprp=5&numprp=2692019";126.100,00;99.840,00;
"268/2019";"PREGÃO";"EVENTO DE REVOGAÇÃO DIVULGADO";"COMPANHIA DE SANEAMENTO AMBIENTAL DO DF CAESB";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO, INSTALAÇÃO, COMISSIONAMENTO E OPERAÇÃO ASSISTIDA VISANDO ABASTECIMENTO PÚBLICO COMO PARTE INTEGRANTE DO SISTEMA PARANOÁ SUL, INCLUINDO CAPTAÇÃO, ELEVATÓRIAS DE ÁGUA BRUTA, RESERVATÓRIO, ELEVATÓRIA DE ÁGUA TRATADA E ESTAÇÃO DE TRATAMENTO DE ÁGUA UTILIZANDO MEMBRANAS DE ULTRAFILTRAÇÃO, COM CAPACIDADE DE PRODUÇÃO DE 700 L/S, A SER IMPLANTADO ENTRE O SHIS E O SEDB, NO LAGO SUL / DF, EM REGIME DE  TURN KEY .";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974200&modprp=5&numprp=2682019";150.000.000,00;104.800.000,00;
"267/2019";"PREGÃO";"INVÁLIDO";"COMPANHIA DE SANEAMENTO AMBIENTAL DO DF CAESB";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  REGISTRO DE PREÇOS PARA A AQUISIÇÃO DE REAGENTES PARA LABORATÓRIO (MOLIBDATO DE AMÔNIA, REAGENTES PARA ANÁLISE QUANTITATIVA DE MICROCISTINA, PADRÕES GELEX PARA TURBIDÍMETRO, DETERGENTE ALCALINO, E OUTROS).";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974200&modprp=5&numprp=2672019";326.848,00;56.594,40;
"266/2019";"PREGÃO";"DIVULGADO";"COMPANHIA DE SANEAMENTO AMBIENTAL DO DF CAESB";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO DE MATERIAIS PARA CONSTRUÇÃO DA MALHA DE AERAÇÃO COM MANIFOLDS, RAMAIS, GRADES, SUPORTES EM AÇO INOXIDÁVEL, DIFUSORES TIPO TUBULARES DOS REATORES A E B DA ETE GAMA, INCLUINDO O SERVIÇO DE MONTAGEM CIVIL, HIDRÁULICA E MECÂNICA PARA O REATOR A.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974200&modprp=5&numprp=2662019";1.590.000,00;1.190.000,00;
"266/2019";"PREGÃO";"DIVULGADO";"COMPANHIA DE SANEAMENTO AMBIENTAL DO DF CAESB";"SERVIÇO";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO DE MATERIAIS PARA CONSTRUÇÃO DA MALHA DE AERAÇÃO COM MANIFOLDS, RAMAIS, GRADES, SUPORTES EM AÇO INOXIDÁVEL, DIFUSORES TIPO TUBULARES DOS REATORES A E B DA ETE GAMA, INCLUINDO O SERVIÇO DE MONTAGEM CIVIL, HIDRÁULICA E MECÂNICA PARA O REATOR A.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974200&modprp=5&numprp=2662019";380.000,00;165.000,00;
"265/2019";"PREGÃO";"EVENTO DE ADIAMENTO DIVULGADO";"COMPANHIA DE SANEAMENTO AMBIENTAL DO DF CAESB";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO DE UM MOTOR SÍNCRONO 11.000 HP13,8 KV A SER INSTALADO NA EAB.RDE.001   ELEVATÓRIA DE ÁGUA BRUTA DO RIO DESCOBERTO, INCLUINDO FABRICAÇÃO.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974200&modprp=5&numprp=2652019";16.650.000,00;6.360.000,00;
"264/2019";"PREGÃO";"DIVULGADO";"COMPANHIA DE SANEAMENTO AMBIENTAL DO DF CAESB";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  REGISTRO DE PREÇOS PARA AQUISIÇÃO DE COMPUTADORES (DESKTOP, NOTEBOOK, WORKSTATION E OUTROS).";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974200&modprp=5&numprp=2642019";4.167.500,00;3.202.219,59;
"263/2019";"PREGÃO";"DIVULGADO";"COMPANHIA DE SANEAMENTO AMBIENTAL DO DF CAESB";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MATERIAIS PLÁSTICOS, RÍGIDOS E FLEXÍVEIS -PEAD (TUBOS E CONEXÕES), PARA REDES DE ÁGUA E ESGOTO.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974200&modprp=5&numprp=2632019";4.451.591,15;495.116,19;
"262/2019";"PREGÃO";"DIVULGADO";"COMPANHIA DE SANEAMENTO AMBIENTAL DO DF CAESB";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  REGISTRO DE PREÇOS PARA AQUISIÇÃO DE FERRAMENTAS MANUAIS DIVERSAS (SACA-POLIA COM 3 GARRAS, CHAVE PARA TUBOS DE 48"" E OUTROS).";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974200&modprp=5&numprp=2622019";240.720,00;81.363,95;
"261/2019";"PREGÃO";"DIVULGADO";"COMPANHIA DE SANEAMENTO AMBIENTAL DO DF CAESB";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  REGISTRO DE PREÇOS PARA AQUISIÇÃO DE EQUIPAMENTOS E MÁQUINAS PARA OFICINA E ACABAMENTO (ELETRODO INOX 312, PASTILHA DE METAL DURO P30 E OUTROS).";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974200&modprp=5&numprp=2612019";7.380.709,00;41.218,77;
